user_tag	prevalence
D0926	0.20034173430158053
D1067	0.270521424883841
D0336	0.24185463659147868
D1189	0.25585585585585585
D0471	0.2601542416452442
D0024	0.31639501438159157
D0503	0.23529411764705882
D0028	0.336322869955157
D0506	0.22664282521233794
D0030	0.24091441969519342
D0510	0.2220532319391635
D0511	0.29644921552436004
D0513	0.2397094430992736
D0034	0.2719399538106236
D0036	0.3173695496783417
D0517	0.14742589703588144
D0518	0.16317016317016317
D0521	0.24973432518597238
D0522	0.22297297297297297
D0042	0.17395264116575593
D0525	0.37888198757763975
D0043	0.17002881844380405
D0527	0.21351351351351353
D0044	0.25050369375419745
D0531	0.2822624931356398
D0532	0.21505376344086022
D0045	0.2027348394768133
D0537	0.3021052631578947
D0049	0.4042145593869732
D0051	0.203125
D0543	0.25702479338842976
D0546	0.14369658119658119
D0550	0.25032010243277847
D0554	0.27916120576671033
D0558	0.3134507606084868
D0062	0.28265602322206096
D0570	0.22023809523809523
D0572	0.3129948765719609
D0576	0.23448275862068965
D0577	0.30991911451681564
D0578	0.27147766323024053
D0579	0.11811023622047244
D0066	0.20063091482649842
D0581	0.1616272677295217
D0068	0.23538306451612903
D0069	0.2776470588235294
D0585	0.3175355450236967
D0070	0.4605641911341393
D0071	0.22341376228775692
D0594	0.22864117168429618
D0078	0.32326071679550245
D0602	0.2217522658610272
D0603	0.26343612334801764
D0606	0.1491108071135431
D0084	0.2418655097613883
D0612	0.35841836734693877
D0089	0.14597544338335608
D0095	0.2933080208827717
D0622	0.2335186656076251
D0630	0.28169014084507044
D0643	0.1459227467811159
D0652	0.1976284584980237
D0104	0.23080032336297493
D0657	0.29386203150461704
D0658	0.20931802835921676
D0111	0.5299638989169675
D0114	0.28721174004192873
D0664	0.29559748427672955
D0671	0.1723963599595551
D0672	0.2694470477975633
D0676	0.22412509307520476
D0677	0.24886363636363637
D0122	0.2592429577464789
D0690	0.17018072289156627
D0694	0.2380038387715931
D0696	0.2552011095700416
D0135	0.16314699792960663
D0702	0.21413721413721415
D0719	0.17033492822966506
D0725	0.22793553338449732
D0150	0.7223042836041359
D0734	0.12836767036450078
D0737	0.28448275862068967
D0738	0.22566371681415928
D0754	0.20945454545454545
D0757	0.285236502627807
D0775	0.24273858921161826
D0778	0.16732438831886345
D0178	0.2530487804878049
D0796	0.23424878836833601
D0801	0.20833333333333334
D0804	0.2930513595166163
D0805	0.20557768924302788
D0191	0.19086021505376344
D0806	0.3862559241706161
D0810	0.33247863247863246
D0193	0.14705882352941177
D0816	0.28764568764568765
D0823	0.1872116018457482
D0825	0.30164403145103647
D0195	0.44308943089430897
D0826	0.16666666666666666
D0827	0.20827105132037868
D0830	0.27003154574132493
D0199	0.2535421327367636
D0839	0.2355864811133201
D0841	0.23943661971830985
D0202	0.2723646723646724
D0854	0.25
D0860	0.2821380243572395
D0215	0.2719817767653758
D0868	0.11446360153256704
D0218	0.18733887138355773
D0877	0.23743016759776536
D0878	0.12698412698412698
D0228	0.4510193933366484
D0890	0.28618693134822165
D0233	0.17833333333333334
D0894	0.26618705035971224
D0902	0.17845117845117844
D0903	0.2222222222222222
D0238	0.3621691413815365
D0907	0.19194823867721064
D0240	0.2624538745387454
D0911	0.19172113289760348
D0914	0.3021406727828746
D0915	0.1678726483357453
D0921	0.17436974789915966
D0248	0.4055299539170507
D0249	0.25874125874125875
D0251	0.17107093184979139
D0253	0.22282341367437286
D0255	0.31549609810479373
D0933	0.22054868208714362
D0259	0.544
D0939	0.21062618595825428
D0264	0.2778816199376947
D0949	0.3166332665330661
D0961	0.1986754966887417
D0962	0.3722963644730787
D0963	0.3914780292942743
D0964	0.20514511873350924
D0277	0.23524487233151947
D0967	0.28846153846153844
D0283	0.25588697017268447
D0985	0.29392553886348793
D0997	0.2591059602649007
D0999	0.15293040293040294
D1027	0.2624555160142349
D1046	0.29760479041916166
D1052	0.29226069246435843
D1109	0.18192219679633867
D1114	0.27517501346257406
D0355	0.27751196172248804
D1134	0.24492862509391436
D1143	0.1949765857811835
D1161	0.31285551763367464
D0381	0.3165137614678899
D0399	0.26156299840510366
D0412	0.2934472934472934
D1188	0.30825565912117175
D1199	0.15663524292965916
D1200	0.2242152466367713
D0441	0.21511627906976744
D0451	0.31575603557814486
D0006	0.27675675675675676
D0456	0.3034923757993114
D0458	0.3033769063180828
D0461	0.26726604004903964
D0462	0.2913907284768212
D0463	0.23369565217391305
D0466	0.32216494845360827
D0468	0.32386363636363635
D0015	0.21433743664011587
D0475	0.2620689655172414
D0476	0.15563991323210413
D0016	0.20862068965517241
D0477	0.2894088669950739
D0020	0.33098094565984476
D0478	0.2315270935960591
D0479	0.16767371601208458
D0480	0.20041644976574702
D0484	0.3433208489388265
D0485	0.21170130869899922
D0491	0.20347284060552093
D0493	0.2542584129621936
D0495	0.19338092147955874
D0499	0.3085031623330991
D0501	0.24129475232957331
D0025	0.3053435114503817
D0026	0.43073811931243683
D0505	0.2565947242206235
D0029	0.27899686520376177
D0507	0.23515024458420686
D0031	0.2608695652173913
D0512	0.16309931506849315
D0041	0.2227249874308698
D0523	0.20632911392405062
D0526	0.2465166130760986
D0529	0.2095115681233933
D0047	0.20437956204379562
D0538	0.2471264367816092
D0539	0.26319095477386933
D0052	0.3023255813953488
D0053	0.2967581047381546
D0549	0.17164179104477612
D0551	0.24380403458213257
D0552	0.16298342541436464
D0553	0.11921097770154374
D0555	0.15207373271889402
D0556	0.2791666666666667
D0054	0.22065063649222066
D0557	0.12386545648691938
D0055	0.22718446601941747
D0056	0.2650551314673452
D0560	0.14293948126801154
D0057	0.2125340599455041
D0561	0.2215700660308144
D0563	0.26346604215456676
D0565	0.24361820199778025
D0060	0.2900763358778626
D0568	0.2972465581977472
D0569	0.24835164835164836
D0063	0.29978354978354976
D0575	0.22796934865900384
D0064	0.22413033905768384
D0065	0.2671081677704194
D0583	0.27939590075512405
D0586	0.32238805970149254
D0588	0.24814814814814815
D0072	0.24807056229327454
D0589	0.16727272727272727
D0073	0.28699551569506726
D0590	0.2355808285946385
D0591	0.25515695067264577
D0074	0.2995169082125604
D0592	0.3669724770642202
D0076	0.21301474326385358
D0599	0.36
D0600	0.19682959048877147
D0601	0.23350022758306782
D0607	0.2884801548886738
D0611	0.30434782608695654
D0615	0.1839662447257384
D0096	0.20628272251308902
D0629	0.22274881516587677
D0633	0.21084953940634596
D0635	0.22244897959183674
D0636	0.24710743801652893
D0637	0.2504798464491363
D0638	0.2755417956656347
D0644	0.2606060606060606
D0645	0.22795969773299748
D0647	0.29281437125748505
D0649	0.28199052132701424
D0651	0.3393246187363834
D0655	0.20309810671256454
D0105	0.19767441860465115
D0109	0.2759452936444087
D0112	0.28276209677419356
D0113	0.29422492401215805
D0116	0.5714285714285714
D0665	0.37210718635809986
D0117	0.3515384615384615
D0669	0.344206008583691
D0679	0.2868539715574055
D0680	0.26625111308993765
D0123	0.22093023255813954
D0681	0.15457413249211358
D0126	0.2529610829103215
D0683	0.29994643813604716
D0688	0.34444444444444444
D0689	0.11327649208282582
D0692	0.3449905482041588
D0130	0.19931662870159453
D0133	0.18820861678004536
D0698	0.10869565217391304
D0699	0.17536945812807883
D0707	0.4461436170212766
D0712	0.21731601731601732
D0141	0.26275115919629055
D0718	0.2613895216400911
D0144	0.22607833415964304
D0148	0.3146017699115044
D0152	0.27218344965104685
D0156	0.3013205282112845
D0733	0.3378429161969185
D0163	0.2814885496183206
D0748	0.24651882413615264
D0168	0.1877637130801688
D0751	0.2765957446808511
D0752	0.36538461538461536
D0753	0.18917274939172748
D0765	0.2920634920634921
D0171	0.0
D0768	0.22507836990595612
D0769	0.15696887686062247
D0773	0.22429906542056074
D0774	0.13520408163265307
D0177	0.22824974411463664
D0780	0.281447963800905
D0180	0.15384615384615385
D0182	0.35172413793103446
D0783	0.20730337078651687
D0185	0.22529644268774704
D0794	0.39451476793248946
D0795	0.21391752577319587
D0802	0.19010043041606886
D0803	0.1716937354988399
D0190	0.1511142061281337
D0192	0.22078853046594982
D0807	0.2530744336569579
D0808	0.1880952380952381
D0809	0.22280471821756226
D0811	0.15083798882681565
D0812	0.23809523809523808
D0814	0.202361782071927
D0194	0.3060363022372309
D0817	0.3379746835443038
D0818	0.12790697674418605
D0820	0.38396624472573837
D0822	0.1717579250720461
D0824	0.24714434060228452
D0828	0.2583868665239115
D0829	0.29111531190926276
D0831	0.2721598002496879
D0833	0.183125
D0834	0.20810810810810812
D0835	0.18572331017056223
D0197	0.2707275803722504
D0836	0.16406701328711729
D0837	0.25961538461538464
D0198	0.1993704092339979
D0838	0.12903225806451613
D0840	0.1916403785488959
D0844	0.28782608695652173
D0845	0.0975609756097561
D0846	0.2017738359201774
D0848	0.34320388349514563
D0851	0.20356472795497185
D0853	0.24036697247706423
D0205	0.47549909255898365
D0855	0.2874617737003058
D0856	0.2947427293064877
D0857	0.47096774193548385
D0859	0.15518096182449181
D0210	0.3250883392226148
D0861	0.264804469273743
D0862	0.24857142857142858
D0212	0.1813186813186813
D0213	0.24808184143222506
