user_tag	1	2	3	4	5	6	7	8	9	10	11	12
D0680	234.0	181.0	184.0	184.0	253.0	203.0	260.0	351.0	321.0	285.0	300.0	234.0
D0123	174.0	122.0	151.0	241.0	136.0	33.0	53.0	51.0	48.0	66.0	120.0	155.0
D0681	302.0	199.0	147.0	153.0	81.0	117.0	215.0	320.0	57.0	108.0	211.0	205.0
D0126	83.0	156.0	179.0	220.0	102.0						241.0	255.0
D0683					395.0	699.0	706.0	620.0	179.0			
D0688	22.0	219.0	181.0	376.0	556.0	604.0	305.0	186.0	134.0			
D0689	128.0	88.0	68.0	28.0	23.0	30.0	51.0	82.0	31.0	137.0	172.0	224.0
D0692	313.0	110.0	88.0	75.0	83.0	81.0	81.0	85.0	122.0	181.0	919.0	285.0
D0130	63.0	38.0	155.0	140.0	72.0	51.0	104.0	47.0	33.0	22.0	47.0	118.0
D0133	93.0	76.0	69.0	100.0	105.0	96.0	96.0	122.0	92.0	63.0	81.0	96.0
D0698	4.0	7.0	3.0	5.0	6.0	5.0	6.0	7.0	4.0	7.0	1.0	5.0
D0699	118.0	53.0	108.0	54.0	162.0	199.0	310.0	247.0	212.0	118.0	165.0	73.0
D0707	87.0	101.0	89.0	219.0	238.0	194.0	217.0	231.0	78.0	38.0	125.0	156.0
D0712	108.0	87.0	75.0	87.0	82.0	112.0	100.0	134.0	166.0	106.0	127.0	127.0
D0141	334.0	159.0	99.0	66.0	135.0	141.0	192.0	156.0	147.0	178.0	218.0	149.0
D0718	240.0	173.0	131.0	157.0	188.0	179.0	213.0	214.0	161.0	145.0	179.0	186.0
D0144	125.0	158.0	169.0	274.0	270.0	312.0	281.0	179.0	193.0	159.0	157.0	175.0
D0148	333.0	658.0	715.0	578.0	444.0							108.0
D0152				783.0	742.0							
D0156	96.0	106.0	330.0	170.0	381.0						2.0	141.0
D0733	495.0	27.0	34.0	153.0	187.0	329.0	466.0	113.0	70.0	549.0	300.0	139.0
D0163	193.0	174.0	202.0	128.0	105.0		48.0	59.0	62.0	64.0	113.0	124.0
D0748	176.0	179.0	132.0	137.0	133.0	179.0	275.0	271.0	183.0	185.0	116.0	125.0
D0168	251.0	41.0	155.0	102.0	32.0			150.0	103.0	215.0	464.0	245.0
D0751	126.0	115.0	50.0	27.0	35.0	56.0	45.0	135.0	175.0	180.0	157.0	215.0
D0752	199.0	269.0	199.0	273.0	134.0	143.0	169.0	84.0	156.0	186.0	142.0	167.0
D0753	172.0	215.0	196.0	213.0	139.0	129.0	126.0	259.0	289.0	233.0	218.0	183.0
D0765				26.0	269.0	269.0	314.0	170.0	20.0			
D0171	56.0	76.0	68.0	56.0	50.0	5.0	57.0	150.0	60.0	107.0	80.0	84.0
D0768					284.0	323.0	529.0	675.0	215.0			
D0769	54.0	47.0	51.0	57.0	157.0	160.0	148.0	137.0	72.0	129.0	68.0	61.0
