num_runs	$D$	$R$
4867	1537807	6790115
4868	1537604	6727607
4869	1527538	6737871
4870	1513054	6772936
4871	1461035	6740945
4872	1567784	6737207
4873	1512664	6819558
4874	1540556	6777503
4875	1548320	6938732
4876	1520778	6728404
4877	1477834	6863237
4878	1543238	6750188
4879	1513647	6962678
4880	1535857	6714413
4881	1525518	6868962
4882	1531816	6693338
4883	1551154	6765704
4884	1497270	6841370
4885	1554020	6839313
4886	1523545	6746927
4887	1446597	6852920
4888	1555899	6795219
4889	1472910	6724467
4890	1526114	6777627
4891	1514249	6751113
4892	1512752	6745076
4893	1545843	6792845
4894	1555844	6723442
4895	1530507	6918448
4896	1521533	6670155
4897	1525790	6772022
4898	1507246	6861348
4899	1521751	6769952
4900	1573358	6674904
4901	1464521	6892853
4902	1520876	6751912
4903	1508296	6719386
4904	1485563	6771830
4905	1491514	6768084
4906	1480050	6773280
4907	1491444	6713786
4908	1569856	6764328
4909	1537134	6869182
4910	1526822	6785552
4911	1512556	6737373
4912	1551763	6703045
4913	1532380	6785327
4914	1520802	6744706
4915	1495531	6904509
4916	1503965	6839272
4917	1548940	6828606
4918	1582125	6767466
4919	1527069	6767744
4920	1489865	6892550
4921	1461208	6721992
4922	1492056	6757439
4923	1540974	6903492
4924	1507242	6832241
4925	1483130	6797270
4926	1507451	6704508
4927	1501973	6948463
4928	1498568	6790935
4929	1493325	6676011
4930	1486140	6743233
4931	1526319	6694311
4932	1528856	6845091
4933	1484951	6767521
4934	1516852	6822124
4935	1500559	6888297
4936	1529576	6746759
4937	1548960	6680118
4938	1509337	6740697
4939	1512912	6652300
4940	1498849	6791997
4941	1544929	6773459
4942	1524228	6851985
4943	1523721	6843981
4944	1537477	6907337
4945	1567054	6811293
4946	1525190	6793875
4947	1529104	6839397
4948	1488380	6816863
4949	1445103	6783087
4950	1501815	6836624
4951	1501969	6802031
4952	1462361	6652179
4953	1555750	6845073
4954	1499057	6662605
4955	1538891	6881425
4956	1563451	6971769
4957	1504814	6830947
4958	1468055	6681798
4959	1542125	6680403
4960	1518549	6889798
4961	1507905	6843607
4962	1500199	6830773
4963	1535968	6872518
4964	1484150	6915745
4965	1479233	6775155
4966	1532697	6802953
4967	1526158	6763976
4968	1549777	6697084
4969	1491991	6817005
4970	1541960	6827803
4971	1495972	6724328
4972	1536506	6670810
4973	1545748	6760575
4974	1495511	6793635
4975	1501662	6763759
4976	1496843	6632443
4977	1519301	6639568
4978	1493577	6724863
4979	1540072	6763438
4980	1492823	6681099
4981	1553921	6958548
4982	1512022	6719352
4983	1547910	6832620
4984	1551501	6849100
4985	1503484	6683711
4986	1536948	6722607
4987	1479600	6808099
4988	1511726	6887161
4989	1555077	6801933
4990	1521379	6763951
4991	1442085	6750460
4992	1493959	6656634
4993	1547344	6640840
4994	1548239	6890842
4995	1496099	6839704
4996	1510817	6909961
4997	1492302	6718748
4998	1518107	6724598
4999	1547201	6763549
5000	1531546	6804992
5001	1486306	6792953
5002	1500819	6674764
5003	1496229	6774485
5004	1533213	6866235
5005	1548291	6887375
5006	1482333	6916859
5007	1481022	6808899
5008	1529777	6846409
5009	1478608	6781544
5010	1491734	6772741
5011	1496478	6859197
5012	1525106	6897165
5013	1537797	6757926
5014	1476852	6893523
5015	1469032	6814053
5016	1512908	6893441
5017	1471107	6701230
5018	1499085	6667607
5019	1516146	6931783
5020	1511329	6818815
5021	1479957	6796134
5022	1482404	6832545
5023	1540958	6737792
5024	1515820	6740434
5025	1527313	6758544
5026	1519934	6848709
5027	1493613	6735656
5028	1494916	6773211
5029	1487426	6672735
5030	1514515	6719437
5031	1534628	6606062
5032	1523148	6684759
5033	1495478	6793314
5034	1531649	6865649
5035	1495409	6810245
5036	1462196	6888072
5037	1528563	6830489
5038	1548140	6912517
5039	1485198	6881751
5040	1540133	6901590
5041	1507614	6713762
5042	1483857	6647695
5043	1510428	6757163
5044	1491110	6928776
5045	1491566	6869800
5046	1528316	6886998
5047	1537576	6776197
5048	1569683	6701700
5049	1505386	6829411
5050	1503688	6753514
5051	1514103	6949518
5052	1470557	6844475
5053	1562987	6764828
5054	1492075	6782607
5055	1528694	6692452
5056	1544194	6789978
5057	1528205	6752998
5058	1506665	6766302
5059	1505037	6735349
5060	1473933	6842235
5061	1522190	6804364
5062	1473011	6812112
5063	1540895	6880186
5064	1447773	6882063
5065	1555983	6827376
5066	1519162	6660141
5067	1485249	6763071
5068	1471265	6913590
5069	1527869	6796065
5070	1529973	7013783
5071	1534704	6766004
5072	1533078	6789083
5073	1534725	6875857
5074	1527440	6849541
5075	1553280	6697574
5076	1466015	6675989
5077	1509674	6750268
5078	1519778	6757439
5079	1504405	6685361
5080	1499096	6726901
5081	1501295	6639529
5082	1490827	6905652
5083	1514174	6651307
5084	1471511	6778965
5085	1475080	6951862
5086	1548182	6750516
5087	1473119	6797377
5088	1511230	6643774
5089	1558805	6737209
5090	1575866	6742087
5091	1536787	6802449
5092	1493886	6765823
5093	1508261	6793021
5094	1511877	6809218
5095	1491382	6690081
5096	1553511	6746429
5097	1511045	6852213
5098	1492977	6674292
5099	1498933	6779830
5100	1466983	6913780
5101	1495465	6887566
5102	1519429	6766155
5103	1461099	6821829
5104	1540383	6927731
5105	1471368	6765884
5106	1539479	6828104
5107	1456535	6791302
5108	1463028	6661260
5109	1536158	6731024
5110	1556879	6958381
5111	1577089	6774196
5112	1533689	6681841
5113	1539531	6764984
5114	1492214	6794084
5115	1541365	6761126
5116	1485073	6873408
5117	1526739	6789839
5118	1568392	6719891
5119	1523235	6640889
5120	1543745	6834209
5121	1523732	6742211
5122	1520828	6721150
5123	1559617	6721469
5124	1595377	6824308
5125	1539223	6811656
5126	1548853	6840367
5127	1496214	6704887
5128	1533520	6940997
5129	1557992	6798144
5130	1495318	6726051
5131	1501397	6766130
5132	1450966	6736210
5133	1512108	6813535
5134	1525779	6808753
5135	1509191	6822138
5136	1458113	6810115
5137	1514995	6831879
5138	1482309	6672743
5139	1547741	6709606
5140	1511397	6707540
5141	1486153	6878589
5142	1508364	6870731
5143	1489176	6921731
5144	1521085	6759736
5145	1523028	6839986
5146	1523943	6795455
5147	1470351	6890434
5148	1511583	6882177
5149	1488861	6736402
5150	1506916	6763444
5151	1528471	6874088
5152	1548479	6767711
5153	1544438	6719454
5154	1574066	6894279
5155	1493198	6853987
5156	1515702	6833628
5157	1461512	6864538
5158	1545359	6642824
5159	1495199	6881811
5160	1525252	6639447
5161	1541773	6814122
5162	1490535	6806383
5163	1534975	6674111
5164	1500569	6738423
5165	1522637	6774751
5166	1524354	6890990
5167	1520224	6601520
5168	1472554	6814429
5169	1528773	6742246
5170	1458804	6720379
5171	1505574	6682441
5172	1503528	6749963
5173	1521467	6714263
5174	1606167	6854747
5175	1510167	6807619
5176	1476438	6771593
5177	1529564	6820341
5178	1541493	6855363
5179	1533001	6781278
5180	1526073	6693284
5181	1505137	6677535
5182	1532523	6794126
5183	1496536	6711232
5184	1506106	6844452
5185	1528211	6855662
5186	1522861	6944637
5187	1470025	6793550
5188	1552884	6788881
5189	1545289	6759409
5190	1521105	6887460
5191	1500827	6774987
5192	1500023	6707758
5193	1481946	6664744
5194	1532535	6710459
5195	1545391	6859550
5196	1498143	6834151
5197	1548140	6743385
5198	1496092	6790648
5199	1510496	6793910
5200	1469823	6801051
5201	1502779	6721312
5202	1513207	6896875
5203	1532659	6843176
5204	1484268	6778406
5205	1480478	6711407
5206	1494936	6834036
5207	1556765	6724601
5208	1499414	6790216
5209	1526268	6819740
5210	1551439	6830391
5211	1549299	6758637
5212	1530663	6880834
5213	1493319	6729973
5214	1466675	6662138
5215	1501711	6775454
5216	1589380	6746325
5217	1519976	6756361
5218	1553899	6706521
5219	1482560	6623270
5220	1479743	6761642
5221	1504634	6702972
5222	1507690	6923470
5223	1556504	6640297
5224	1527082	6747229
5225	1570881	6579588
5226	1550667	6728690
5227	1512494	6767319
5228	1450391	6642864
5229	1521872	6755394
5230	1507833	6818259
5231	1505187	6808084
5232	1455310	6908045
5233	1492121	6871842
5234	1491078	6797611
5235	1529844	6824883
5236	1517818	6788611
5237	1503402	6890642
5238	1554761	6672197
5239	1500090	6763547
5240	1561974	6892420
5241	1488084	6752301
5242	1483381	6805627
5243	1511060	6834334
5244	1531522	6755990
5245	1516797	6715803
5246	1446666	6795581
5247	1500811	6822899
5248	1524079	6859392
5249	1507316	6730009
5250	1496271	6796978
5251	1492752	6772019
5252	1547916	6814043
5253	1495779	6852031
5254	1528414	6798343
5255	1556226	6964826
5256	1459255	6784336
5257	1535297	6721396
5258	1522577	6817131
5259	1541339	6733366
5260	1491821	6782904
5261	1522392	6959101
5262	1518571	6790738
5263	1545208	6645754
5264	1517515	6818902
5265	1548021	6624522
5266	1566032	6922338
5267	1497122	6815414
5268	1542270	6853394
5269	1527347	6821223
5270	1509013	6697403
5271	1475072	6717377
5272	1526675	6908427
5273	1527689	6635217
5274	1504018	6863839
5275	1509432	6822953
5276	1498016	6806601
5277	1528987	6824073
5278	1507338	6838342
5279	1533320	6822722
5280	1549344	6749715
5281	1564235	6658882
5282	1502959	6817744
5283	1528368	6736001
5284	1451941	6811295
5285	1459474	6751716
5286	1519842	6714566
5287	1514600	6926873
5288	1487790	6841567
5289	1525072	6752516
5290	1549243	6693735
5291	1504831	6781789
5292	1486067	6950556
5293	1437147	6838537
5294	1575306	6743539
5295	1505236	6805247
5296	1475607	6838529
5297	1499661	6932812
5298	1526490	6653230
5299	1508126	6658200
5300	1496071	6799782
5301	1521607	6785094
5302	1539760	6698126
5303	1539875	6704233
5304	1521042	6687151
5305	1496187	6790300
5306	1514488	6735088
5307	1557387	6852854
5308	1486005	6906269
5309	1563776	6800293
5310	1517049	6762191
5311	1512707	6727281
5312	1560880	6611498
5313	1517115	6698663
5314	1500329	6821257
5315	1523920	6715572
5316	1506793	6767291
5317	1508508	6808959
5318	1504599	6712988
5319	1523556	6735252
5320	1493948	6818844
5321	1491693	6797935
5322	1524901	6708094
5323	1507092	6788426
5324	1493848	6779300
5325	1483005	6849086
5326	1511710	6926815
5327	1450694	6773878
5328	1509524	6753685
5329	1500135	6816512
5330	1495078	6783448
5331	1573681	6798245
5332	1503846	6813926
5333	1489021	6809715
5334	1509029	6788582
5335	1549769	6730631
5336	1593271	6876847
5337	1476484	6820028
5338	1494383	6858323
5339	1523028	6863438
5340	1499566	6809483
5341	1506081	6633702
5342	1480175	6728411
5343	1526849	6942361
5344	1500788	6740764
5345	1491177	6856547
5346	1544780	6965810
5347	1488373	6726074
5348	1531490	6802030
5349	1500275	6757687
5350	1525925	6713062
5351	1464812	6806452
5352	1518754	6707978
5353	1464318	7001297
5354	1531153	6750313
5355	1524198	6697602
5356	1530231	6825363
5357	1465723	6743573
5358	1507816	6749091
5359	1493141	6922896
5360	1510908	6894280
5361	1545665	6733374
5362	1525401	6918566
5363	1502868	6807774
5364	1485412	6716978
5365	1527981	6825189
5366	1497459	6814432
5367	1483308	6828171
5368	1497701	6880254
5369	1494690	6703044
5370	1541269	6742018
5371	1534058	6844013
5372	1534019	6676843
5373	1523750	6865193
5374	1475148	6605226
5375	1519289	6771062
5376	1491270	6748404
5377	1515692	6706057
5378	1489668	6767700
5379	1489568	6713137
5380	1524840	6761577
5381	1457736	6725279
5382	1522332	6747397
5383	1520834	6812035
5384	1492668	6727753
5385	1514299	6798557
5386	1560534	6795706
5387	1517490	6792047
5388	1491314	6731351
5389	1504888	6688576
5390	1503903	6689699
5391	1486011	6908322
5392	1542058	6805056
5393	1491203	6727984
5394	1528114	6829904
5395	1567107	6886562
5396	1536248	6831110
5397	1539577	6724770
5398	1520575	6849342
5399	1512776	6763214
5400	1546359	6863290
5401	1500604	6606947
5402	1493529	6821258
5403	1521761	6878585
5404	1502593	6775644
5405	1522396	6735852
5406	1523105	6811484
5407	1506780	6659317
5408	1487141	6631870
5409	1499130	6830733
5410	1507919	6820064
5411	1561035	6872341
5412	1505534	6835062
5413	1481843	6719054
5414	1565504	6866815
5415	1532865	6822401
5416	1501128	6845207
5417	1526120	6884468
5418	1511611	6772962
5419	1541125	6699742
5420	1530716	6828605
5421	1526026	6909826
5422	1520966	6799810
5423	1567474	6697342
5424	1487867	6731837
5425	1545230	6773373
5426	1526108	6745052
5427	1540472	6916639
5428	1442615	6712487
5429	1506115	6872120
5430	1463114	6779242
5431	1511011	6761106
5432	1489147	6664545
5433	1504607	6798049
5434	1504643	6751160
5435	1476973	6839250
5436	1502802	6832254
5437	1509093	6738225
5438	1519468	6851075
5439	1509849	6813567
5440	1479324	6767557
5441	1501979	6693639
5442	1486470	6829082
5443	1525263	6633849
5444	1505414	6817548
5445	1474442	6831486
5446	1528679	6857863
5447	1527336	6727720
5448	1527736	6837098
5449	1527798	6866710
5450	1511075	6823128
5451	1523429	6856181
5452	1480524	6790225
5453	1503576	6811220
5454	1508237	6744953
5455	1549398	6742367
5456	1499470	6860141
5457	1542792	6892038
5458	1508228	6635353
5459	1499580	6707408
5460	1500848	6844871
5461	1511143	6812683
5462	1538935	6718508
5463	1528093	6669056
5464	1525237	6739032
5465	1579695	6731828
5466	1529843	6822242
5467	1461194	6764780
5468	1516026	6845478
5469	1491562	6820583
5470	1558217	6842821
5471	1470701	6680128
5472	1494362	6755673
5473	1500078	6730656
5474	1528865	6818468
5475	1516364	6802913
5476	1508537	6712285
5477	1503707	6780294
5478	1509624	6745037
5479	1571947	6820891
5480	1549171	6808346
5481	1500963	6776277
5482	1513955	6769478
5483	1506023	6739799
5484	1498686	6689283
5485	1554081	6903955
5486	1506797	6778397
5487	1489777	6892820
5488	1488450	6662711
5489	1535216	6767059
5490	1559722	6763932
5491	1521177	6804388
5492	1493960	6705402
5493	1523983	6697383
5494	1519875	6701036
5495	1514276	6923664
5496	1520678	6902677
5497	1512632	6791714
5498	1528512	6827163
5499	1520275	6744191
5500	1524488	6742444
5501	1502864	6826365
5502	1500802	6821719
5503	1458063	6616368
5504	1510261	6779511
5505	1526557	6752146
5506	1526753	6809750
5507	1460800	6640362
5508	1536053	6808669
5509	1439972	6830905
5510	1541840	6866826
5511	1519307	6722236
5512	1516793	6841190
5513	1498562	6879668
5514	1460889	6774754
5515	1475614	6734983
5516	1511681	6758520
5517	1465080	6855816
5518	1522306	6757478
5519	1525862	6826377
5520	1545898	6844954
5521	1473824	6917325
5522	1517575	6884020
5523	1580167	6828068
5524	1510540	6826864
5525	1520936	6709665
5526	1491551	6682411
5527	1496552	6859224
5528	1505783	6714502
5529	1520726	6742578
5530	1528982	6793030
5531	1497427	6688275
5532	1497598	6800319
5533	1526071	6714310
5534	1488130	6781880
5535	1522978	6752230
5536	1510726	6759826
5537	1529605	6847134
5538	1494060	6710563
5539	1521841	6721127
5540	1500826	6791802
5541	1518391	6817978
5542	1454070	6720193
5543	1533461	6677495
5544	1527715	6790153
5545	1469581	6764885
5546	1510908	6684962
5547	1473276	6705220
5548	1517954	6767578
5549	1476444	6795645
5550	1520014	6764567
5551	1477848	6680146
5552	1539876	6844569
5553	1528748	6729877
5554	1517415	6760767
5555	1469718	6733162
5556	1546794	6726868
5557	1517214	6706656
5558	1546523	6847435
5559	1472490	6964842
5560	1507534	6882738
5561	1511856	6860974
5562	1535237	6791356
5563	1488480	6742802
5564	1492165	6768969
5565	1523429	6746560
5566	1496585	6784142
5567	1512596	6804105
5568	1507982	6860719
5569	1487882	6801901
5570	1502089	6834432
5571	1489180	6685754
5572	1515916	6833935
5573	1515529	6801655
5574	1545623	6762089
5575	1521512	6719071
5576	1544795	6865781
5577	1501222	6895685
5578	1540692	6659902
5579	1453703	6819262
5580	1522628	6915217
5581	1511275	6802486
5582	1498180	6781626
5583	1465463	6720677
5584	1507994	6769348
5585	1462639	6932640
5586	1545247	6679170
5587	1529040	6843352
5588	1510024	6811531
5589	1512872	6795564
5590	1514517	6762408
5591	1524510	6760062
5592	1463640	6724930
5593	1488039	6807687
5594	1512524	6836508
5595	1540104	6787243
5596	1516257	6806022
5597	1502156	6769242
5598	1531656	6694835
5599	1529997	6733979
5600	1586180	6871862
5601	1492600	6810506
5602	1483075	6812465
5603	1503440	6806727
5604	1488388	6836751
5605	1536317	6788132
5606	1460556	6866206
5607	1472578	6749550
5608	1553184	6807181
5609	1521696	6728491
5610	1467420	6749450
5611	1497053	6957829
5612	1506025	6779192
5613	1526157	6630900
5614	1491044	6697501
5615	1514017	6760668
5616	1543051	6768617
5617	1501837	6854354
5618	1510463	6787176
5619	1557774	6882364
5620	1464039	6833523
5621	1541129	6776191
5622	1590006	6764992
5623	1515799	6617925
5624	1514743	6761176
5625	1455254	6759367
5626	1555117	6915286
5627	1537411	6717388
5628	1480683	6737274
5629	1465867	6624452
5630	1520857	6706475
5631	1431991	6689606
5632	1461058	6774698
5633	1502065	6660969
5634	1508841	6836962
5635	1541669	6888811
5636	1515414	6916009
5637	1535476	6853391
5638	1517901	6793411
5639	1520420	6645848
5640	1531985	6807327
5641	1484356	6755926
5642	1470389	6814209
5643	1513889	6709885
5644	1539607	6805703
5645	1526763	6968676
5646	1502021	6864515
5647	1526545	6730907
5648	1521716	6709702
5649	1505929	6763410
5650	1512867	6862328
5651	1539401	6753143
5652	1488526	6777719
5653	1443050	6792048
5654	1469939	6655519
5655	1557983	6920403
5656	1512745	6808114
5657	1534192	6765128
5658	1477869	6792146
5659	1492679	6832770
5660	1514210	6806979
5661	1506282	6769474
5662	1563464	6914181
5663	1490917	6792171
5664	1500727	6928999
5665	1525076	6763273
5666	1483003	6852700
5667	1491324	6747006
5668	1519929	6802302
5669	1528584	6934456
5670	1535483	6688039
5671	1506606	6722706
5672	1490169	6759760
5673	1559312	6869104
5674	1495078	6729257
5675	1543675	6748607
5676	1477614	6818159
5677	1531556	6811902
5678	1505261	6756201
5679	1492967	6716717
5680	1529626	6645076
5681	1544858	6595051
5682	1479488	6665936
5683	1516806	6732043
5684	1536476	6823705
5685	1488890	6925402
5686	1466926	6749276
5687	1491439	6732838
5688	1589243	6736753
5689	1519519	6717461
5690	1492308	6870426
5691	1471300	6845797
5692	1459415	6837483
5693	1497821	6793115
5694	1492479	6786064
5695	1490872	6825079
5696	1499314	6726472
5697	1530089	6806415
5698	1488738	6746751
5699	1463448	6878120
5700	1519993	6746072
5701	1475592	6746554
5702	1516632	6670277
5703	1525570	6732516
5704	1498795	6869338
5705	1522941	6670368
5706	1486851	6734002
5707	1546995	6784224
5708	1537629	6691319
5709	1455761	6785826
5710	1584591	6831616
5711	1481719	6873551
5712	1507680	6738672
5713	1473029	6695516
5714	1539242	6852605
5715	1496718	6738377
5716	1497494	6789752
5717	1540226	6631363
5718	1513658	6770452
5719	1527966	6842402
5720	1535303	6918939
5721	1527292	6844553
5722	1545595	6799870
5723	1503624	6716698
5724	1510077	6766707
5725	1538147	6777530
5726	1519288	6740417
5727	1491698	6817223
5728	1484222	6803514
5729	1515682	6734290
5730	1466047	6858750
5731	1516216	6786723
5732	1517612	6921367
5733	1504170	6799248
5734	1488855	6811831
5735	1440936	6769486
5736	1494332	6846428
5737	1514653	6952511
5738	1529529	6778443
5739	1495084	6794768
5740	1504969	6755950
5741	1501278	6805585
5742	1508738	6743491
5743	1476661	6622443
5744	1520000	6717221
5745	1496115	6814055
5746	1505365	6712212
5747	1507530	6790754
5748	1468152	6900399
5749	1544238	6711804
5750	1507174	6776274
5751	1454083	6765303
5752	1504780	6769862
5753	1511752	6794966
5754	1476959	6635939
5755	1512129	6889506
5756	1547424	6908060
5757	1457539	6720241
5758	1505860	6792093
5759	1506720	6669434
5760	1529002	6679134
5761	1522882	6789027
5762	1470971	7010595
5763	1538611	6795370
5764	1515164	6796027
5765	1503731	6858362
5766	1471542	6947639
5767	1525021	6770205
5768	1491381	6748404
5769	1502085	6697901
5770	1514661	6668130
5771	1522421	6805934
5772	1483119	6818765
5773	1541777	6733735
5774	1523225	6771904
5775	1491033	6771487
5776	1498833	6720553
5777	1500978	6878113
5778	1501439	6778192
5779	1507224	6708852
5780	1500215	6812636
5781	1515259	6855663
5782	1450883	6822002
5783	1516615	6928530
5784	1464243	6753776
5785	1538688	6725242
5786	1494258	6790947
5787	1501017	6931132
5788	1502751	6805763
5789	1492056	6894498
5790	1508363	6762813
5791	1503681	6868914
5792	1517909	6821592
5793	1518156	6649003
5794	1524388	6892178
5795	1501905	6858674
5796	1567681	6731370
5797	1513672	6809296
5798	1501345	6899068
5799	1521362	6574912
5800	1509027	6902456
5801	1528888	6831203
5802	1535396	6683216
5803	1497541	6898097
5804	1526263	6807224
5805	1476165	6792042
5806	1475155	6714532
5807	1528668	6798452
5808	1514652	6841010
5809	1489627	6781302
5810	1516195	6708465
5811	1469282	6624135
5812	1539732	6821811
5813	1510969	6699635
5814	1490457	6843585
5815	1523961	6678926
5816	1531703	6942371
5817	1493497	6704895
5818	1469871	6704118
5819	1545322	6842619
5820	1557040	6662506
5821	1561635	6794123
5822	1497268	6799570
5823	1559864	6784225
5824	1544126	6778213
5825	1512737	6846065
5826	1511582	6812548
5827	1474411	6755411
5828	1526851	6731610
5829	1519638	6960415
5830	1492106	6654007
5831	1517554	6885329
5832	1484265	6877793
5833	1491335	6802832
5834	1554339	6707940
5835	1572779	6704008
5836	1485215	6721300
5837	1496266	6798393
5838	1531684	6840326
5839	1487040	6767777
5840	1517172	6775046
5841	1515729	6899352
5842	1496948	6692248
5843	1512798	6792541
5844	1524883	6802751
5845	1479121	6828972
5846	1547662	6803202
5847	1452332	6731520
5848	1507139	6849651
5849	1477170	6881694
5850	1533170	6670870
5851	1488405	6801758
5852	1527050	6848048
5853	1517349	6764742
5854	1502293	6815725
5855	1540549	6675941
5856	1511188	6860908
5857	1499847	6773648
5858	1466538	6840394
5859	1531610	6553875
5860	1564038	6778499
5861	1527247	6624552
5862	1504294	6824200
5863	1468659	6918368
5864	1516010	6701277
5865	1491540	6797506
5866	1497536	6721558
5867	1544583	6814296
5868	1558623	6815409
5869	1543123	6875180
5870	1568375	6645752
5871	1473167	6951128
5872	1511747	6823462
5873	1558130	6727014
5874	1491131	6746772
5875	1516591	6758217
5876	1511341	6851972
5877	1518123	6787374
5878	1505727	6799413
5879	1571603	6703532
5880	1520130	6861319
5881	1471577	6842414
5882	1610280	6740131
5883	1535516	6713090
5884	1496344	6864649
5885	1516842	6743190
5886	1533948	6740183
5887	1505363	6788150
5888	1536911	6854171
5889	1511613	6896022
5890	1518896	6731795
5891	1555772	6698680
5892	1487285	6788373
5893	1524756	6655719
5894	1478887	6666244
5895	1501607	6767548
5896	1481869	6752622
5897	1515998	6787597
5898	1522036	6778948
5899	1522184	6685933
5900	1534348	6708799
5901	1532427	6916193
5902	1459475	6855521
5903	1491841	6967909
5904	1526998	6714281
5905	1509454	6794028
5906	1538738	6810434
5907	1496591	6805974
5908	1535818	6898929
5909	1455260	6902295
5910	1569087	6798076
5911	1537512	6749881
5912	1529631	6859729
5913	1548219	6744017
5914	1547841	6954100
5915	1480371	6849479
5916	1418527	6788402
5917	1508603	6812355
5918	1522224	6892450
5919	1487568	6892021
5920	1457348	6691853
5921	1529018	6858334
5922	1532623	6782556
5923	1537814	6823872
5924	1498051	6822313
5925	1492476	6889138
5926	1583896	6842322
5927	1483830	6809657
5928	1517804	6898531
5929	1478023	6841544
5930	1554968	6683215
5931	1512523	6841331
5932	1515539	6778596
5933	1530613	6809970
5934	1500354	6871723
5935	1551836	6850268
5936	1531226	6736477
5937	1495294	6750599
5938	1534322	6852786
5939	1527704	6890659
5940	1483383	6811844
5941	1508653	6872293
5942	1573783	6773614
5943	1568493	6887809
5944	1543216	6933829
5945	1501801	6802885
5946	1528092	6743763
5947	1475681	6915325
5948	1530177	6624193
5949	1513198	6778101
5950	1561241	6692701
5951	1510786	6879008
5952	1539671	6747039
5953	1482348	6671980
5954	1582324	6859029
5955	1452973	6808513
5956	1492453	6822448
5957	1512869	6654423
5958	1545254	6770922
5959	1503379	6809360
5960	1524186	6808182
5961	1510359	6776172
5962	1523643	6792903
5963	1476013	6863345
5964	1485591	6782536
5965	1469561	6767751
5966	1530675	6799555
5967	1494551	6671307
5968	1528589	6782204
5969	1556562	6725361
5970	1506954	6766005
5971	1525436	6699801
5972	1522678	6737180
5973	1528421	6679323
5974	1507514	6903840
5975	1495154	6774197
5976	1532839	6946536
5977	1523179	6720808
5978	1562502	6817510
5979	1496904	6851343
5980	1463332	6738370
5981	1580805	6861363
5982	1536890	6785029
5983	1498907	6680684
5984	1520195	6833509
5985	1543470	6777667
5986	1459527	6714488
5987	1501881	6721968
5988	1481252	6696114
5989	1523932	6941793
5990	1530005	6721366
5991	1472210	6900287
5992	1516546	6680132
5993	1443427	6867414
5994	1509344	6916763
5995	1507165	6884243
5996	1511988	6725513
5997	1496585	6919042
5998	1533225	6829178
5999	1486379	6762906
6000	1487304	6795385
6001	1540833	6794605
6002	1521753	6644751
6003	1511683	6735198
6004	1514997	6815709
6005	1508901	6784504
6006	1545788	6856581
6007	1526895	6795063
6008	1498129	6773239
6009	1509744	6843897
6010	1498449	6712311
6011	1567895	6738756
6012	1511280	6767657
6013	1514041	6803235
6014	1491600	6770160
6015	1492187	6864662
6016	1467354	6774589
6017	1499454	6772227
6018	1456506	6739215
6019	1481250	6754412
6020	1559010	6817926
6021	1507768	6892049
6022	1534610	6769518
6023	1487179	6746431
6024	1520059	6736057
6025	1554940	6882564
6026	1539422	6831783
6027	1507799	6640124
6028	1543897	6857545
6029	1535637	6702634
6030	1493789	6790012
6031	1515037	6728748
6032	1528827	6667189
6033	1493885	6664524
6034	1478379	6755357
6035	1479830	6621660
6036	1515988	6711226
6037	1459588	6974599
6038	1515282	6856243
6039	1505165	6832582
6040	1558328	6733358
6041	1465612	6645127
6042	1497998	6831758
6043	1495533	6628262
6044	1510636	6891568
6045	1527338	6665655
6046	1507614	6864420
6047	1481368	6638528
6048	1506396	6818723
6049	1556263	6831956
6050	1487020	6843453
6051	1532132	6784334
6052	1478592	6861329
6053	1519695	6826393
6054	1503240	6860984
6055	1515145	6717702
6056	1497897	6779158
6057	1558436	6857071
6058	1471751	6766606
6059	1537563	6767117
6060	1457484	6824147
6061	1519557	6843889
6062	1482899	6756328
6063	1576494	6810323
6064	1472805	6786956
6065	1482055	6782473
6066	1523045	6855889
6067	1530063	6871592
6068	1494046	6741332
6069	1508886	6838175
6070	1474822	6798904
6071	1476808	6902160
6072	1512273	6628524
6073	1551021	6796416
6074	1552495	6824195
6075	1490828	6639965
6076	1474906	6878953
6077	1486556	6776675
6078	1499487	6700500
6079	1463350	6747174
6080	1525600	6903905
6081	1531802	6841618
6082	1540167	6734535
6083	1449789	6732664
6084	1518677	6847752
6085	1509962	6781663
6086	1460315	6745184
6087	1497728	6843577
6088	1551196	6796990
6089	1486276	6839931
6090	1535994	6662019
6091	1514062	6855673
6092	1539606	6864395
6093	1517712	6793747
6094	1532458	6831666
6095	1529072	6823554
6096	1519764	6713567
6097	1568458	6660754
6098	1481120	6746534
6099	1541902	6783887
6100	1514664	6873955
6101	1500108	6826070
6102	1515136	6744038
6103	1498366	6667905
6104	1502969	6908622
6105	1485127	6843418
6106	1573786	6834243
6107	1483561	6968065
6108	1507857	6796262
6109	1479307	6742373
6110	1509442	6764553
6111	1511327	6711381
6112	1515964	6864094
6113	1560558	6776537
6114	1554162	6753425
6115	1526018	6842508
6116	1521839	6717168
6117	1500279	6705060
6118	1526100	6739039
6119	1498188	6772154
6120	1535194	6843481
6121	1501603	6752485
6122	1494300	6827472
6123	1517008	6809934
6124	1534868	6665573
6125	1537214	6717585
6126	1515718	6852242
6127	1473134	6910499
6128	1460743	6687089
6129	1525312	6880709
6130	1519881	6691077
6131	1516595	6712999
6132	1441606	6766264
6133	1532421	6700473
6134	1484165	6814283
6135	1513329	6757645
6136	1534173	6748647
6137	1548223	6755054
