num_runs	$D$	$R$
2420	1451053	6725689
2421	1476267	6754107
2422	1519466	6890168
2423	1541654	6772050
2424	1494983	6739642
2425	1470498	6707368
2426	1570091	6875751
2427	1519229	6673070
2428	1563168	6780369
2429	1496059	6856351
2430	1495458	6722204
2431	1545512	6858438
2432	1536839	6686863
2433	1536776	6789969
2434	1512847	6734323
2435	1511305	6722149
2436	1510868	6635524
2437	1519493	6852810
2438	1441970	6910387
2439	1523147	6669406
2440	1492992	6675271
2441	1523264	6733039
2442	1474820	6706421
2443	1511166	6684196
2444	1507528	6824581
2445	1529199	6685924
2446	1491912	6730846
2447	1522069	6784563
2448	1468707	6771832
2449	1507189	6770298
2450	1559406	6733627
2451	1505328	6725131
2452	1498292	6681402
2453	1501976	6733533
2454	1540289	6800313
2455	1510420	6775320
2456	1504883	6939296
2457	1482617	6752970
2458	1555518	6779902
2459	1490855	6834155
2460	1524931	6808170
2461	1501047	6788176
2462	1496620	6804512
2463	1529997	6858619
2464	1476936	6746227
2465	1545862	6774876
2466	1502831	6749088
2467	1504465	6944828
2468	1509201	6945985
2469	1494697	6946375
2470	1528750	6812459
2471	1527048	6753159
2472	1497833	6842766
2473	1499350	6734069
2474	1501050	6710048
2475	1500770	6797773
2476	1489328	6718828
2477	1479460	6785152
2478	1514501	6691307
2479	1471304	6723806
2480	1513822	6968753
2481	1471402	6846522
2482	1526908	6716657
2483	1461425	6782377
2484	1486452	6894895
2485	1516170	6691347
2486	1535008	6798825
2487	1526976	6830716
2488	1549608	6647483
2489	1521988	6677590
2490	1482771	6779553
2491	1485101	6787978
2492	1469964	6795901
2493	1506934	6763153
2494	1536891	6794332
2495	1482029	6784448
2496	1522413	6742737
2497	1562715	6822695
2498	1523082	6705711
2499	1515690	6775044
2500	1482155	6740583
2501	1538982	6816009
2502	1475954	6775919
2503	1494610	6775789
2504	1564019	6880690
2505	1487391	6683912
2506	1490882	6690509
2507	1535900	6786935
2508	1539604	6789165
2509	1532414	6767729
2510	1524773	6747514
2511	1541612	6768670
2512	1511955	6796512
2513	1459100	6774381
2514	1534925	6793265
2515	1502003	6911804
2516	1509504	6899472
2517	1546672	6827259
2518	1502242	6902783
2519	1542453	6706063
2520	1483108	6805092
2521	1542525	6777868
2522	1506273	6809687
2523	1504147	6985786
2524	1503632	6835990
2525	1493903	6631382
2526	1503303	6738708
2527	1503109	6720957
2528	1485253	6821891
2529	1524584	6701801
2530	1496868	6770986
2531	1515307	6762922
2532	1531775	6785742
2533	1464961	6692760
2534	1522724	6780349
2535	1476588	6933136
2536	1544182	6795225
2537	1514781	6827035
2538	1531394	6801335
2539	1495606	6801620
2540	1540822	6716441
2541	1523622	6917261
2542	1503384	6763175
2543	1489164	6663205
2544	1499340	6772770
2545	1553881	6766376
2546	1531410	6793758
2547	1541008	6898019
2548	1523311	6754730
2549	1509397	6709606
2550	1493286	6789067
2551	1458066	6775371
2552	1504740	6816120
2553	1485146	6814861
2554	1512275	6736314
2555	1538647	6768924
2556	1495962	6659737
2557	1507219	6841174
2558	1534821	6830444
2559	1497749	6768428
2560	1503896	6800023
2561	1551215	6794386
2562	1539950	6741117
2563	1521546	6711647
2564	1514382	6722681
2565	1567806	6695549
2566	1548246	6663736
2567	1498981	6717085
2568	1560396	6768864
2569	1472622	6833736
2570	1506563	6835778
2571	1505819	6852738
2572	1549805	6955496
2573	1497573	6917049
2574	1493159	6714145
2575	1506234	6718696
2576	1560955	6691382
2577	1545568	7008214
2578	1525584	6758278
2579	1543593	6892918
2580	1486243	6789988
2581	1506267	6821324
2582	1519746	6849178
2583	1478141	6912073
2584	1547650	6836370
2585	1458585	6700538
2586	1502986	6858836
2587	1499561	6872640
2588	1488464	6855476
2589	1448061	6810456
2590	1526153	6623772
2591	1470174	6758998
2592	1516771	6783258
2593	1472240	6772789
2594	1474023	6738224
2595	1524824	6859377
2596	1511551	6870803
2597	1524017	6749998
2598	1517850	6804112
2599	1505957	6822667
2600	1510421	6686918
2601	1554022	6750988
2602	1498777	6710795
2603	1474116	6730761
2604	1513789	6798001
2605	1483443	6712735
2606	1533100	6787423
2607	1509037	6873091
2608	1461359	6686708
2609	1532867	6745133
2610	1490713	6711554
2611	1499516	6881828
2612	1506321	6800942
2613	1524058	6795202
2614	1496436	6703127
2615	1502318	6795076
2616	1542078	6849711
2617	1556701	6717685
2618	1573822	6846690
2619	1515290	6935861
2620	1550922	6849425
2621	1500109	6852522
2622	1526656	6883299
2623	1520449	6701504
2624	1443386	6867435
2625	1488444	6889215
2626	1492716	6745389
2627	1550773	6685832
2628	1489873	6745069
2629	1532176	6823217
2630	1490413	6808523
2631	1521802	6710767
2632	1473563	6757276
2633	1485936	6749348
2634	1498197	6657367
2635	1509313	6619125
2636	1549186	6700576
2637	1485809	6701912
2638	1506057	6799394
2639	1496343	6741262
2640	1562779	6737039
2641	1554849	6658667
2642	1503875	6741064
2643	1567421	6874260
2644	1549562	6680359
2645	1478239	6680701
2646	1505429	6719041
2647	1499317	6824742
2648	1476238	6742533
2649	1528986	6640420
2650	1512359	6790864
2651	1514965	6748235
2652	1505556	6856986
2653	1520032	6750486
2654	1509764	6745003
2655	1540565	6787098
2656	1538002	6847924
2657	1531958	6817201
2658	1565537	6885211
2659	1485392	6836024
2660	1499396	6813546
2661	1560618	6748823
2662	1505717	6829471
2663	1527487	6763000
2664	1520008	6801093
2665	1520914	6776337
2666	1502539	6700498
2667	1486995	6834066
2668	1510121	6802926
2669	1548017	6780931
2670	1545485	6751965
2671	1542497	6632881
2672	1526592	6840886
2673	1516590	6810017
2674	1497748	6770398
2675	1509354	6846539
2676	1550626	6592626
2677	1546450	6667625
2678	1550124	6909795
2679	1506499	6909643
2680	1514141	6773428
2681	1523474	6825311
2682	1487294	6804296
2683	1547445	6860775
2684	1535006	6635721
2685	1505302	6795409
2686	1532358	6738671
2687	1526718	6785400
2688	1545564	6743532
2689	1526205	6737599
2690	1570862	6700144
2691	1459618	6789570
2692	1474066	6903015
2693	1486906	6716555
2694	1502294	6877895
2695	1497439	6676115
2696	1524875	6682798
2697	1451584	6809901
2698	1490555	6762041
2699	1481028	6833817
2700	1522488	6789314
2701	1519278	6976183
2702	1520006	6816018
2703	1520423	6839780
2704	1458442	6866444
2705	1551437	6724257
2706	1490724	6702164
2707	1469769	6759140
2708	1545767	6867376
2709	1493052	6736526
2710	1564509	6850632
2711	1566947	6839939
2712	1542426	6679396
2713	1549736	6783469
2714	1497024	6787502
2715	1571128	6742362
2716	1475645	6667383
2717	1523664	6651340
2718	1540085	6751927
2719	1549155	6802398
2720	1482450	6815321
2721	1454402	6809516
2722	1491340	6789223
2723	1525149	6762112
2724	1537481	6769766
2725	1542802	6763626
2726	1513626	6734590
2727	1505540	6698919
2728	1514008	6715016
2729	1535394	6731530
2730	1471457	6755319
2731	1524570	6865401
2732	1466764	6776880
2733	1499627	6813246
2734	1515680	6671055
2735	1444549	6839374
2736	1515381	6619285
2737	1488379	6813336
2738	1507851	6628502
2739	1481279	6818991
2740	1503144	6802920
2741	1523519	6891524
2742	1524921	6795866
2743	1574729	6799509
2744	1537166	6781281
2745	1497704	6680259
2746	1486969	6845159
2747	1530441	6707167
2748	1477511	6782881
2749	1486398	6863680
2750	1477694	6834151
2751	1559843	6649457
2752	1562453	6787622
2753	1531105	6668108
2754	1495929	6953697
2755	1546338	6841134
2756	1492521	6767169
2757	1492146	6777327
2758	1541069	6853363
2759	1509884	6735348
2760	1482972	6812955
2761	1541506	6703446
2762	1505092	6852070
2763	1516169	6759922
2764	1498672	6758850
2765	1451447	6761237
2766	1546426	6786275
2767	1539074	6691444
2768	1534210	6783844
2769	1488504	6621914
2770	1531122	6621417
2771	1508493	6813982
2772	1490059	6835017
2773	1532565	6785636
2774	1496012	6770776
2775	1482485	6511819
2776	1456998	6744384
2777	1519635	6815105
2778	1475255	6671811
2779	1556487	6777191
2780	1506630	6673264
2781	1465297	6889297
2782	1514466	6772031
2783	1533102	6849282
2784	1504936	6653246
2785	1510210	6731431
2786	1544305	6702728
2787	1561296	6706710
2788	1510208	6778029
2789	1482234	6687235
2790	1493758	6893126
2791	1482548	6844854
2792	1471864	6910022
2793	1533688	6726886
2794	1469064	6718717
2795	1523933	6714000
2796	1509450	6824137
2797	1467164	6741642
2798	1535301	6788827
2799	1464864	6755308
2800	1500749	6707474
2801	1499939	6875779
2802	1510176	6712977
2803	1447029	6607255
2804	1519126	6766838
2805	1483884	6646935
2806	1492682	6802631
2807	1499612	6636045
2808	1485604	6787177
2809	1473398	6713497
2810	1483792	6835146
2811	1525169	6801091
2812	1486376	7009284
2813	1526924	6649977
2814	1476013	6794628
2815	1586469	6822005
2816	1505013	6818957
2817	1486500	6798323
2818	1517035	6772526
2819	1561039	6866569
2820	1538012	6841607
2821	1508476	6759154
2822	1555938	6806757
2823	1493987	6880361
2824	1521396	6826137
2825	1513834	6867773
2826	1532162	6612115
2827	1497821	6735033
2828	1529760	6626157
2829	1482812	6827761
2830	1502979	6749982
2831	1457934	6671020
2832	1527165	6805235
2833	1515674	6748588
2834	1486799	6643912
2835	1503240	6678935
2836	1525963	6721703
2837	1569645	6779250
2838	1498863	6665247
2839	1508819	6797066
2840	1508984	6611786
2841	1531336	6905045
2842	1524701	6847007
2843	1486410	6722702
2844	1564076	6900143
2845	1489884	6787126
2846	1501852	6807347
2847	1510390	6755012
2848	1526181	6885323
2849	1554242	6806376
2850	1518523	6947720
2851	1512066	6883729
2852	1494442	6685718
2853	1507018	6824214
2854	1515745	6779101
2855	1553564	6797773
2856	1524582	6843147
2857	1452435	6826720
2858	1545404	6727997
2859	1500351	6790490
2860	1524896	6639224
2861	1540123	6860196
2862	1490876	6898659
2863	1522760	6834806
2864	1517035	6686413
2865	1505308	6804937
2866	1545497	6780785
2867	1487933	6837815
2868	1524588	6853343
2869	1496338	6814494
2870	1478462	6676510
2871	1544118	6702841
2872	1503773	6810212
2873	1477684	6733994
2874	1509622	6819543
2875	1535874	6775699
2876	1492236	6906050
2877	1530034	6784755
2878	1484083	6726092
2879	1501293	6828558
2880	1520260	6739027
2881	1533734	6840185
2882	1526433	6733730
2883	1527851	6874418
2884	1525132	6810240
2885	1540863	6636962
2886	1508597	6676670
2887	1543433	6774208
2888	1493129	6922251
2889	1574959	6710105
2890	1481435	6714198
2891	1529246	6975100
2892	1497767	6741539
2893	1539267	6681855
2894	1467745	6825377
2895	1481031	6657996
2896	1510550	6586766
2897	1543522	6856088
2898	1518694	6799347
2899	1483868	6836463
2900	1507941	6742922
2901	1436079	6731151
2902	1557553	6810912
2903	1538565	6730898
2904	1502043	6772927
2905	1497813	6800066
2906	1541855	6734374
2907	1522266	6804557
2908	1498744	6734167
2909	1511223	6664975
2910	1520881	6807631
2911	1498433	6756450
2912	1516552	6741354
2913	1509337	6824085
2914	1564917	6815023
2915	1490671	6770244
2916	1461031	6772078
2917	1552024	6725551
2918	1518474	6704747
2919	1521364	6736091
2920	1566456	6745052
2921	1524413	6809561
2922	1501141	6731701
2923	1545244	6770744
2924	1487695	6671250
2925	1496762	6858601
2926	1555038	6792436
2927	1502056	6795257
2928	1536371	6762830
2929	1476895	6822630
2930	1494677	6747535
2931	1554948	6966210
2932	1470022	6926232
2933	1485257	6776392
2934	1565785	6781882
2935	1489167	6860550
2936	1464258	6827523
2937	1418796	6808722
2938	1482093	6802635
2939	1546104	6735623
2940	1505387	6796468
2941	1499450	6881394
2942	1498596	6796003
2943	1492475	6744525
2944	1529015	6839865
2945	1563027	6703084
2946	1510439	6754055
2947	1455992	6661433
2948	1486326	6678112
2949	1505967	6664237
2950	1484407	6703598
2951	1473406	6826100
2952	1491185	6689529
2953	1493551	7074131
2954	1525317	6889773
2955	1564958	6831841
2956	1504439	6879780
2957	1504625	6731099
2958	1547181	6665876
2959	1572956	6891944
2960	1526770	6841242
2961	1521737	6853145
2962	1527294	6798956
2963	1470379	6826139
2964	1465991	6913215
2965	1561325	6834270
2966	1547618	6688737
2967	1482765	6791459
2968	1467412	6798002
2969	1479745	6817449
2970	1536896	6731068
2971	1483384	6770872
2972	1499514	6880392
2973	1541665	6870487
2974	1501706	6814701
2975	1531404	6694905
2976	1529673	6791734
2977	1459124	6899031
2978	1456663	6808277
2979	1451670	6748275
2980	1516558	6711329
2981	1497159	6760216
2982	1512470	6880527
2983	1542874	6840916
2984	1493470	6710153
2985	1509599	6747196
2986	1503297	6827280
2987	1549296	6747279
2988	1495329	6744288
2989	1503876	6713483
2990	1527102	6798184
2991	1560300	6798335
2992	1548891	6857023
2993	1569403	6695850
2994	1501917	6824011
2995	1526137	6778940
2996	1494229	6829903
2997	1524794	6800427
2998	1489301	6867705
2999	1501601	6846345
3000	1470533	6902894
3001	1524690	6870037
3002	1542595	6713942
3003	1470932	6841434
3004	1515388	6822846
3005	1438333	6765158
3006	1500980	6599238
3007	1516545	6819672
3008	1496714	6843797
3009	1506943	6731700
3010	1534690	6744847
3011	1518498	6931990
3012	1513985	6926735
3013	1512533	6831655
3014	1542687	6795405
3015	1459274	6791699
3016	1514385	6824840
3017	1513634	6807830
3018	1485503	6791840
3019	1489587	6836599
3020	1492540	6849049
3021	1527545	6740344
3022	1492927	6832819
3023	1490939	6934879
3024	1505069	6723346
3025	1497517	6828674
3026	1480482	6718753
3027	1497413	6785053
3028	1514523	6662146
3029	1531630	6806308
3030	1527328	6678873
3031	1483283	6840735
3032	1542237	6721767
3033	1459779	6724077
3034	1512890	6710538
3035	1457208	6786632
3036	1515581	6731581
3037	1537645	6756572
3038	1524028	6788832
3039	1485878	6826402
3040	1464534	6687604
3041	1490270	6795884
3042	1509058	6738373
3043	1518273	6670969
3044	1500929	6652458
3045	1486113	6759717
3046	1512089	6785958
3047	1527610	6728609
3048	1553168	6780988
3049	1527960	6817837
3050	1545969	6758704
3051	1504166	6660402
3052	1489904	6758909
3053	1580318	6897580
3054	1528567	6741458
3055	1572040	6743647
3056	1492630	6761841
3057	1518936	6822373
3058	1485679	6835007
3059	1476083	6766936
3060	1473722	6750853
3061	1517472	6822650
3062	1535245	6823958
3063	1559202	6660331
3064	1466620	6854142
3065	1530567	6739349
3066	1524499	6786920
3067	1527913	6789775
3068	1527257	6663470
3069	1508119	6802529
3070	1473216	6854176
3071	1535532	6899911
3072	1444719	6684882
3073	1517667	6885557
3074	1545304	6828260
3075	1511897	6761195
3076	1474505	6757204
3077	1439873	6857193
3078	1541183	6727192
3079	1514022	6826543
3080	1518532	6604037
3081	1512858	6855675
3082	1534611	6750715
3083	1487832	6842123
3084	1509732	6677952
3085	1517900	6906211
3086	1517398	6764834
3087	1543009	6780891
3088	1480299	6734805
3089	1486890	6886072
3090	1460578	6743835
3091	1534310	6707686
3092	1542008	6839835
3093	1504850	6969101
3094	1507931	6780867
3095	1527907	6753558
3096	1476890	6811690
3097	1503395	6668577
3098	1499573	6745290
3099	1481962	6815984
3100	1485733	6719354
3101	1490677	6867839
3102	1527382	6725309
3103	1480184	6820779
3104	1566853	6737755
3105	1482511	6773684
3106	1504443	6854188
3107	1452859	6855049
3108	1483929	6904884
3109	1506177	6832232
3110	1512704	6760268
3111	1546483	6939874
3112	1536224	6724349
3113	1555744	6756546
3114	1461929	6841590
3115	1537576	6892539
3116	1498027	6767543
3117	1506392	6848113
3118	1523891	6767156
3119	1482617	6824455
3120	1510474	6747293
3121	1473797	6824667
3122	1461327	6843147
3123	1481898	6828151
3124	1558783	6684030
3125	1501339	6673775
3126	1563137	6781418
3127	1478365	6660199
3128	1527971	6732790
3129	1553556	6722185
3130	1520115	6860685
3131	1552072	6791751
3132	1501912	6712785
3133	1557944	6691272
3134	1512963	6844608
3135	1509966	6758858
3136	1477706	6766647
3137	1573741	6817257
3138	1488171	6695997
3139	1469236	6679415
3140	1497325	6835941
3141	1507407	6807786
3142	1530166	6724128
3143	1506486	6756391
3144	1457894	6853746
3145	1527859	6686546
3146	1516330	6763695
3147	1510871	6897611
3148	1468805	6689934
3149	1487211	6918412
3150	1485303	6821068
3151	1477221	6656387
3152	1528924	6855470
3153	1504358	6704901
3154	1502809	6776634
3155	1490497	6775681
3156	1526592	6813366
3157	1508152	6779197
3158	1506498	6762638
3159	1507011	6670633
3160	1506100	6743058
3161	1510903	6647411
3162	1455996	6875825
3163	1533028	6809357
3164	1549603	6921257
3165	1526394	6832463
3166	1492270	6900320
3167	1479873	6682629
3168	1555137	6731615
3169	1533310	6823758
3170	1499712	6633918
3171	1492042	6840504
3172	1544915	6857316
3173	1529995	6810352
3174	1500789	6874728
3175	1572444	6641402
3176	1514107	6764297
3177	1508046	6787611
3178	1529184	6678507
3179	1494846	6634758
3180	1521384	6916172
3181	1520209	6822904
3182	1486784	6769888
3183	1508553	6866295
3184	1485791	6923221
3185	1539888	6783439
3186	1528191	6704373
3187	1572123	6851533
3188	1464203	6793344
3189	1489747	6712477
3190	1489601	6831286
3191	1544299	6867449
3192	1473048	6678220
3193	1552337	6665846
3194	1494306	6683073
3195	1527130	6794201
3196	1532085	6813095
3197	1539362	6770490
3198	1483563	6659080
3199	1477083	6686814
3200	1487134	6619733
3201	1509102	6818088
3202	1454138	6734331
3203	1533087	6845831
3204	1535854	6696514
3205	1534217	6866358
3206	1528952	6797268
3207	1513022	6786492
3208	1529331	6793966
3209	1502719	6805330
3210	1487254	6781394
3211	1540923	6872566
3212	1454351	6666774
3213	1462187	6869855
3214	1517992	6843529
3215	1521013	6757649
3216	1556765	6715653
3217	1469530	6791875
3218	1468126	6718497
3219	1531046	6716579
3220	1538639	6614079
3221	1522282	6850885
3222	1528430	6881467
3223	1450533	6820154
3224	1530793	6778262
3225	1467599	6762658
3226	1448577	6731763
3227	1521798	6706945
3228	1559913	6710519
3229	1475708	6751699
3230	1483786	6720842
3231	1519298	6852274
3232	1507118	6725811
3233	1502486	6761884
3234	1534560	6828158
3235	1465283	6705795
3236	1495286	6810664
3237	1488274	6854722
3238	1458429	6899900
3239	1512707	6798688
3240	1501146	6701649
3241	1540481	6793009
3242	1479096	6738342
3243	1490560	6977753
3244	1507941	6907866
3245	1484958	6830996
3246	1581452	6695237
3247	1525607	6904185
3248	1589742	6729624
3249	1510649	6697983
3250	1495295	6882764
3251	1516834	6752563
3252	1488587	6801918
3253	1503713	6909518
3254	1489765	6838992
3255	1486136	6800350
3256	1488398	6683966
3257	1530530	6889197
3258	1526326	6835111
3259	1498240	6831823
3260	1520578	6893631
3261	1529709	6888821
3262	1577192	6778519
3263	1521711	6676401
3264	1472832	6801485
3265	1519914	6759990
3266	1487916	6767372
3267	1516873	6765527
3268	1500856	6884894
3269	1534776	6688100
3270	1498267	6836203
3271	1490451	6844861
3272	1558786	6935144
3273	1490735	6693027
3274	1452094	6935616
3275	1572787	6806329
3276	1494419	6899684
3277	1553502	6693457
3278	1511071	6861535
3279	1504780	6889431
3280	1542153	6901355
3281	1535202	6810200
3282	1538685	6802520
3283	1476527	6811185
3284	1522149	6723053
3285	1531356	6852361
3286	1492184	6740102
3287	1517049	6906583
3288	1564942	6897239
3289	1518745	6798899
3290	1478294	6723191
3291	1575132	6911335
3292	1523108	6805004
3293	1498963	6892970
3294	1522393	6751068
3295	1489292	6759463
3296	1579644	6676893
3297	1495718	6638847
3298	1560281	6775447
3299	1537933	6831495
3300	1493603	6813777
3301	1471666	6871829
3302	1547351	6779828
3303	1508499	6927154
3304	1479734	6802569
3305	1492307	6802386
3306	1478774	6704551
3307	1529984	6779786
3308	1491886	6856462
3309	1483581	6648398
3310	1550803	6824257
3311	1474231	6690093
3312	1450129	6822319
3313	1508507	6765547
3314	1497067	6704336
3315	1479464	6706413
3316	1488041	6823285
3317	1479537	6803476
3318	1499861	6827962
3319	1517851	6865518
3320	1487308	6855101
3321	1521369	6826581
3322	1484774	6854819
3323	1531644	6743390
3324	1525973	6714424
3325	1504240	6860316
3326	1486730	6738495
3327	1504352	6838320
3328	1514762	6763086
3329	1508958	6694286
3330	1541044	6639567
3331	1494256	6666047
3332	1474356	6821163
3333	1489844	6827516
3334	1463098	6776523
3335	1507185	6837838
3336	1482369	6742639
3337	1477251	6891392
3338	1527133	6919816
3339	1507199	6698711
3340	1478662	6808497
3341	1474319	6672336
3342	1544897	6874725
3343	1508470	6768341
3344	1536203	6808874
3345	1507619	6814146
3346	1497778	6712187
3347	1471244	7020626
3348	1461061	6618591
3349	1523336	6701049
3350	1480290	6743761
3351	1460514	6810505
3352	1509629	6779496
3353	1479837	6751482
3354	1529546	6843049
3355	1575839	6719738
3356	1502771	6704014
3357	1483628	6756755
3358	1488119	6635147
3359	1569931	6786903
3360	1530075	6845525
3361	1508619	6796390
3362	1496198	6740059
3363	1503344	6793493
3364	1528925	6761220
3365	1490197	6722416
3366	1534775	6777052
3367	1527218	6840911
3368	1528889	6853406
3369	1468662	6972533
3370	1494231	6811476
3371	1514975	6840637
3372	1544811	6758371
3373	1490466	6812393
3374	1474033	6935691
3375	1517843	6723461
3376	1484541	6836743
3377	1489700	6848647
3378	1507508	6848763
3379	1542654	6805653
3380	1494094	6793583
3381	1509327	6678171
3382	1526702	6817676
3383	1516642	6733656
3384	1501018	6986020
3385	1496496	6770417
3386	1519815	6662511
3387	1548432	6750540
3388	1508579	6781968
3389	1517131	6940855
3390	1483978	6895986
3391	1502284	6883709
3392	1525873	6796532
3393	1556888	6634373
3394	1467337	6923087
3395	1535353	6674790
3396	1490787	6731042
3397	1529878	6783710
3398	1457416	6715500
3399	1479434	6828052
3400	1520941	6798899
3401	1518760	6823799
3402	1518402	6908930
3403	1498280	6869384
3404	1540960	6736026
3405	1492324	6684591
3406	1513843	6773023
3407	1515197	6839457
3408	1555723	6889049
3409	1546631	6823088
3410	1475084	6820852
3411	1532656	6741755
3412	1522974	6866840
3413	1517512	6755174
3414	1493481	6709756
3415	1470472	6798552
3416	1554482	6829590
3417	1518391	6772853
3418	1537109	6882778
3419	1503414	6880545
3420	1505784	6732236
3421	1516334	6805084
3422	1529531	6762968
3423	1515994	6837353
3424	1490078	6706425
3425	1515945	6763814
3426	1506331	6719730
3427	1521339	6624205
3428	1481317	6883706
3429	1541058	6799868
3430	1536522	6894760
3431	1541596	6860191
3432	1478633	6731399
3433	1506454	6738481
3434	1575681	6847299
3435	1470036	6616860
3436	1447784	6814186
3437	1535522	6946227
3438	1534828	6707216
3439	1515388	6735724
3440	1492088	6742237
3441	1523260	6682186
3442	1504828	6756708
3443	1448798	6850380
3444	1504738	6812061
3445	1549648	6667286
3446	1511775	6679076
3447	1519789	6799868
3448	1509223	6734472
3449	1458128	6850307
3450	1505031	6807409
3451	1500317	6703585
3452	1545314	6854695
3453	1549092	6804630
3454	1482528	6692235
3455	1526819	6644899
3456	1537926	6832607
3457	1531290	6777589
3458	1515616	6684740
3459	1469861	6673001
3460	1479348	6893589
3461	1534388	6814317
3462	1502990	6868026
3463	1545520	6722010
3464	1509903	6711479
3465	1502856	6743542
3466	1542307	6772158
3467	1535599	6893271
3468	1490620	6801268
3469	1537895	6867884
3470	1522663	6879143
3471	1509830	6719332
3472	1554448	6761885
3473	1524232	6865439
3474	1536262	6905350
3475	1545554	6798921
3476	1556940	6831500
3477	1451458	6765295
3478	1490064	6823744
3479	1491704	6662433
3480	1508027	6953638
3481	1483495	6791710
3482	1551530	6803644
3483	1487894	6721710
3484	1521617	6798811
3485	1572785	6869083
3486	1488920	6796362
3487	1501083	6849569
3488	1505749	6822301
3489	1490402	6908032
3490	1495568	6805216
3491	1511921	6697567
3492	1501322	6818255
3493	1535689	6764861
3494	1490450	6648126
3495	1597689	6937019
3496	1511706	6681127
3497	1522223	6884787
3498	1471123	6769417
3499	1577170	6769232
3500	1478770	6710064
3501	1494760	6656900
3502	1516799	6861838
3503	1514255	6850194
3504	1488698	6858698
3505	1531365	6766590
3506	1573799	6743872
3507	1532967	6728996
3508	1497713	6698344
3509	1512940	6662564
3510	1542608	6809854
3511	1504128	6780161
3512	1541849	6827227
3513	1506773	6828740
3514	1477674	6902148
3515	1534292	6804719
3516	1530771	6822234
3517	1506266	6717975
3518	1508065	6770869
3519	1581798	6624163
3520	1541377	6752284
3521	1513693	6675340
3522	1515344	6799715
3523	1531963	6920392
3524	1560134	6721908
3525	1527082	6781473
3526	1485350	6749027
3527	1488504	6776155
3528	1557707	6847704
3529	1519881	6773295
3530	1525191	6739558
3531	1509135	6712693
3532	1442413	7032218
3533	1550506	6774037
3534	1529664	6724039
3535	1517743	6749934
3536	1563569	6909952
3537	1513308	6852240
3538	1481584	6827191
3539	1484682	6861387
3540	1523688	6820600
3541	1527914	6927484
3542	1510762	6776405
3543	1520247	6669931
3544	1516524	6825544
3545	1511784	6739532
3546	1521937	6947653
3547	1544928	6857062
3548	1519720	6703748
3549	1546366	6699849
3550	1550561	6696649
3551	1551165	6846213
3552	1516092	6716946
3553	1514024	6804012
3554	1516711	6692561
3555	1466216	6744686
3556	1494712	6822043
3557	1543700	6791587
3558	1542037	6633248
3559	1531874	6780040
3560	1542152	6771004
3561	1548773	6822160
3562	1561164	6720326
3563	1452474	6697452
3564	1505662	6688003
3565	1524943	6871462
3566	1497922	6773235
3567	1491695	6834627
3568	1512073	6933485
3569	1485694	6629209
3570	1502034	6703060
3571	1483429	6776342
3572	1498957	6902322
3573	1491964	6704226
3574	1455711	6596836
3575	1440868	6835142
3576	1541330	6813286
3577	1542054	6692444
3578	1471081	6661041
3579	1488766	6730224
3580	1555867	6886242
3581	1520162	6696703
3582	1500956	6767958
3583	1488063	6630542
3584	1524185	6815829
3585	1575186	6806013
3586	1550070	6803863
3587	1519710	6714686
3588	1552450	6846417
3589	1493374	6787029
3590	1525595	6761095
3591	1484756	6790067
3592	1510440	6800905
3593	1528461	6858736
3594	1536126	6782521
3595	1574605	6873230
3596	1482394	6736097
3597	1546335	6881959
3598	1486575	6704901
3599	1500087	6903681
3600	1462051	6651188
3601	1467220	6823022
3602	1522923	6751073
3603	1525814	6759964
3604	1466416	6704530
3605	1521944	6751717
3606	1480155	6755108
3607	1513369	6943977
3608	1522198	6878153
3609	1557252	6665846
3610	1533920	6693053
3611	1499528	6701654
3612	1474039	6784324
3613	1536483	6772933
3614	1540289	6803582
3615	1526487	6786740
3616	1485487	6726659
3617	1509157	6765243
3618	1565811	6764527
3619	1555618	6715137
3620	1450563	6687681
3621	1522276	6792102
3622	1516196	6761148
3623	1491902	6827975
3624	1550560	6721215
3625	1504016	6847834
3626	1517819	6871637
3627	1536929	6740932
3628	1498654	6689837
3629	1462180	6656869
3630	1516877	6829428
3631	1548559	6842979
3632	1471538	6815556
3633	1511655	6790159
3634	1486506	6677693
3635	1456443	6825656
3636	1485502	6789815
3637	1517972	6793342
3638	1529145	6726717
3639	1506375	6866065
3640	1474113	6678272
3641	1559308	6885240
3642	1490442	6726954
3643	1523026	6730648
3644	1456975	6779704
3645	1501923	6707432
3646	1528224	7007755
3647	1523495	6768211
3648	1553474	6817019
3649	1506260	6745257
3650	1536838	6850921
3651	1479112	6611397
3652	1514519	6744020
3653	1497043	6791210
3654	1529073	6791561
3655	1505748	6806899
3656	1545137	6926606
3657	1500267	6829342
3658	1494294	6833761
3659	1535055	6867104
3660	1524079	6887618
3661	1496669	6653769
3662	1491578	6689919
3663	1507059	6777390
3664	1435657	6738444
3665	1461027	6833386
3666	1487586	6624940
3667	1459455	6855220
3668	1498617	6832238
3669	1518763	6768936
3670	1514395	6774975
3671	1509528	6899375
3672	1542643	6793906
3673	1523758	6758545
3674	1519296	6795484
3675	1513447	6944939
3676	1492536	6831357
3677	1510268	6755006
3678	1529176	6647579
3679	1510140	6817076
3680	1507525	6746699
3681	1552520	6715332
3682	1495101	6792547
3683	1513135	6752905
3684	1496989	6722265
3685	1500678	6754619
3686	1530347	6650403
3687	1528613	6755550
3688	1496450	6697356
3689	1497403	6759427
3690	1528401	6917046
