num_runs	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Personalizing	Should statements
27	1.2261681811003622	0.8216257623114048	1.1392423579696387	2.1771768009450896	1.2675459965368334	1.081426254413065	1.2479567579867987	1.072740018833958	1.0391226951044417	1.4110160752074423	2.103574406423137	1.0714827523638208
28	1.1969796191717859	0.9326656931216821	1.1478534335135215	2.1322798783241117	1.3442291754063274	1.086543734349675	1.3002346598965964	1.0267175657560659	1.1006048717643047	1.4680615458427306	2.1475710252792126	1.0508458904268507
29	1.2418817491223275	0.9158664766243216	1.141307250224537	2.0501741458307694	1.3133018122906883	1.1036142283598487	1.4779618664042136	1.0330106972955575	1.0261996027841473	1.4708991267954783	2.154321616446162	1.0523118042727964
30	1.1737660873015177	1.0082987703929225	1.1155656857572704	1.9651278393919045	1.219370407033219	1.0776830211838615	1.2681915388517317	0.9881667008247543	0.9861422924334151	1.4214427754574102	2.0326248432705674	1.0335714101641618
31	1.2265277153756007	1.016752988002259	1.140316246886286	2.0104277960240338	1.2797064133672027	1.1092853703363856	1.2694100865233493	1.0711720888752938	1.1790612182497666	1.3667190430365215	2.0985572758563613	1.055824940562903
32	1.2168446969119713	0.9928447450912591	1.1533439935187526	2.272660196826311	1.2721663977891657	1.1625173982309887	1.2425094637973058	1.0634532840208237	1.114855052273367	1.4213787935598803	2.1899360422139127	1.0898576151107007
33	1.2266705227896928	0.8708457457319839	1.125889932372228	2.1430305317146447	1.2286811945014025	1.0934761319121857	1.3065844641075341	1.070298471436885	1.130319936814954	1.4462970199709728	2.118642737948328	1.0420477306586973
34	1.1687667168016413	0.9332174576119668	1.1218247161220665	2.012668837624621	1.2128145469105267	1.065279162235998	1.3317332191792586	1.044725599795289	1.1656974265681797	1.41255084978506	2.1518680810112367	1.0449799617945772
35	1.207958602386158	0.8513002656953211	1.098043040785213	1.874458451509291	1.24743880971955	1.0701741432642875	1.174644816972197	0.9911832514399684	1.1384602941204691	1.4160697698688554	2.130161551736228	1.0493549603710453
36	1.1763269823986797	0.8422871705657689	1.1260054571468538	1.8141626076953634	1.199829648246747	1.0464024014531759	1.2223742472609431	1.0303183204683315	1.046153571248033	1.4757019860666136	1.9938119148362543	1.0639658044955889
37	1.1938769698786031	0.978689968386939	1.140346240877726	1.9406066144163885	1.2181413780797317	1.0722160375983045	1.2543047507792913	1.0672228634769294	1.1425158360281382	1.4247597782914732	1.983489735585941	1.0598582052962722
38	1.208051132623567	0.7894415305916267	1.1103773230593554	1.7375401779054158	1.2129830735327771	1.0368105374745187	1.2989347195674141	1.0537752519523345	1.125718227707518	1.362270608377703	2.1573841466226695	1.0502028087071076
39	1.2139808504720881	0.9253666586512334	1.144235410259583	1.9844553242588223	1.19541719868227	1.066973595130678	1.2843284532412074	1.0715161539198825	1.1717408659455177	1.4906033598494335	2.160664146951487	1.0718206691272045
40	1.2254478095346182	0.8510202365766485	1.1313771183393762	2.1265275282339893	1.2696290605266716	1.0852636665005861	1.3520183029683692	1.0389422973247677	1.179880983880692	1.4134740294738606	2.0984933047294336	1.052587574765059
41	1.1946944533804331	0.8472394375358172	1.1162258056406569	2.0263216579734675	1.1658527510601062	1.058562142392509	1.1269822968403802	0.9876747454885446	1.0096256279554239	1.4652933664934877	2.1135556575255112	1.0414773522533802
42	1.228422685454669	0.9373897431096095	1.134662035471227	2.0735858825663978	1.262102761312934	1.0518891503712604	1.340974428988865	1.0785777943433656	1.2042346125075731	1.4996263775072738	2.0833992708904208	1.064342022420184
43	1.1953770202446392	0.8477178023291099	1.120897735358257	1.9656667344273082	1.2261120051152528	1.090428782631972	1.3647985244650254	1.0465443800981842	1.1261859709575082	1.5091760219097337	1.996035828808661	1.0502742608313007
44	1.1679212636867637	0.8885316348958053	1.132728385147951	1.9513298636608387	1.1926212412163713	1.0653071167345347	1.2854658139534363	1.0561811290709238	1.1184636462914235	1.4737499472363376	2.050297393384473	1.0420184500769993
45	1.1523028991918207	0.7815246892095742	1.123731581131611	2.000589581962905	1.2015095010706842	1.1055482857738574	1.378763599756565	1.1017216610815166	1.1895802341336947	1.383801085773224	2.123725505407681	1.0460520287745119
46	1.1972568137820008	1.0739817102893217	1.1353800226238464	2.0042043487671735	1.1633885830761355	1.1059786139606174	1.1859166016917688	1.0717952437764697	1.190246112540482	1.4649501998180987	2.1627806590584635	1.0658765232078191
47	1.1744604855375584	0.8868639614018338	1.123580619515216	1.9516776224510015	1.1348011401160343	1.0433491974618185	1.4056896132569046	0.9947215323787083	1.075633466331174	1.4480245436288999	2.0229460358159166	1.0332068331678435
48	1.2011614186898123	0.8356071809523187	1.1488256882562862	1.9698015934438053	1.2836987685306296	1.0490189815783475	1.326862430279199	1.0705708501608606	1.1270431065283928	1.4300012917099658	2.1400717056471663	1.0500759821829426
49	1.2381534946346267	0.9692029051900839	1.1489948588869432	1.8982828289826068	1.2397616609733906	1.086195106955131	1.3797224134998478	1.1085082899716858	1.115829083340957	1.4734873702163076	2.0210660607886717	1.080991771858455
50	1.1960533957425372	0.9758480791659432	1.1020435874985628	1.9160543891909156	1.2849617680529684	1.0433399900298135	1.203036877837701	1.019719537541895	1.1041262407955574	1.453624951213183	2.0101384994280216	1.046984133814265
51	1.1878525140524325	0.9612862602441741	1.1099029877862943	2.0513539721768117	1.1608929451169945	1.0668390344902607	1.3221889103036115	1.0007599157760496	1.1364626865510647	1.3929947371819282	2.071218501333109	1.0457430218411885
52	1.2415791571232973	0.9706480593977352	1.1389942241278692	1.8810553380551802	1.2552709710952468	1.1099848170378541	1.4599870486195807	1.1226436769728898	1.1787426098182214	1.4819412519324273	1.9950848755872	1.1071033743049985
53	1.2156348135026744	0.8660072061573149	1.1446194373363268	1.9129722985563085	1.230316956877057	1.0700644338396448	1.236353148519281	1.0621764307501003	1.1740609442802488	1.4864617711987067	2.143370420889052	1.0428213335766767
54	1.2025103191846094	0.7873395941190737	1.1345292609275333	1.9885036613833262	1.267269598803189	1.058939682780341	1.2904874786233613	1.0851979919557169	1.1291016792874677	1.397884138490946	2.047314582854131	1.0922124535776145
55	1.1796028671971233	0.9543568702796742	1.1208973124239188	1.9153558861364663	1.1541621240516884	1.1259853959253145	1.282931545099109	1.0192033831499787	1.0213369433713633	1.4401832736057352	2.1161596357783976	1.0044716047645807
56	1.2388806431209645	0.976026378073817	1.1449906415635465	2.0874330440719095	1.2415579881471857	1.0493413211163733	1.2337531760618297	1.0634858278557235	1.166990884120951	1.4237710627498628	2.0544210883316167	1.0696212305877628
57	1.2054989789117772	0.95035751223123	1.1171368547688196	1.7065131956049073	1.2025782447558988	1.0476519454080009	1.3153405869781445	1.031542290292897	1.0721356295234168	1.3638349232692792	1.9645043642826243	1.0372140585162968
58	1.1937816413187474	0.7701801604669302	1.1425028916877464	2.1371913352769694	1.2229943100597667	1.11334928830291	1.301486260677603	1.059005408639894	1.1844634736987112	1.3889006423973482	2.021855207605357	1.0537108965140853
59	1.2199845682544834	0.9605653897694792	1.1212137992765403	1.894390587093403	1.193493110435129	1.0846568265551357	1.389498135846306	1.0980186870075797	1.1707854144463221	1.4535669975270704	2.0331913490607616	1.0251618811634753
60	1.2271921884006776	1.0450596287035436	1.1529842188273924	1.9036982884106146	1.2376211793645315	1.092295353750408	1.4028378450094323	1.0789176971743863	1.0141864128639688	1.483811495040368	1.9969904685024489	1.0595088253601272
61	1.1589595954246754	0.9624971317826821	1.095063405606582	1.972172093022807	1.2501153865121992	1.0805946052836888	1.2603897291376491	0.9920349932504263	1.1301484551848295	1.335921897521326	1.9671082875160797	1.0430733495151394
62	1.2403388356732898	0.886592702270306	1.1258747684083799	2.129185267343601	1.2456569134326416	1.0775193919999464	1.2325765886444564	1.0776261190095628	1.1798008199915095	1.4435639538452192	2.127052724115194	1.0501056628393166
63	1.2058221193641991	0.8324996205637952	1.139665476378037	2.095476053381773	1.2194913781297074	1.0814175133919428	1.267481796700086	1.0565473402296308	1.14684122031303	1.4245350676639146	1.9901346823212793	1.052452455134051
64	1.201912877179935	0.8213248861956038	1.1367577295965288	2.042593229686118	1.2711294725526172	1.0589939318132675	1.376561725268668	1.078843106570858	1.193938103611605	1.464823279808671	2.177586045223022	1.0735050591266624
65	1.224663877087598	0.8062946045209773	1.1069198897346635	1.9239189777695824	1.2253166889281957	1.0743045356869054	1.3738355107254365	1.0613682876852253	1.1987314564612457	1.4187019228409732	2.0646858565993256	1.0670138660729225
66	1.1984084025266835	1.0169791821533678	1.1089134903471543	1.8859370545040397	1.242276879822621	1.0791874905630665	1.4765173886400984	1.055434043089795	1.099570078472421	1.4302752016580202	1.9847208613393403	1.0286787352073483
67	1.219887939489023	0.9682201774216073	1.1436156914843614	2.0003938163440327	1.249653680587654	1.0746192158981076	1.3065222266627097	1.0487978263474342	0.9374034954168889	1.4744123513545988	2.0926899175102203	1.0744153105681653
68	1.1944841431172635	0.9943729472948432	1.1522783560048593	1.9658607092367861	1.1753161154899927	1.0623711589111164	1.3320864335634617	1.0791786255438243	1.173793087241109	1.5567666573630585	2.135017117033788	1.0535154760927985
69	1.185472220068934	0.8785032575565471	1.1123446624951954	2.1235029790048165	1.113126863823746	1.0766514428812501	1.2306800363424568	1.031337026602811	1.1140348811037055	1.4320398157021645	2.0476301065831324	1.013948803156362
70	1.208799427571444	0.9814763318536877	1.1257767153212128	2.078164677259532	1.2794968277953591	1.0589604301680553	1.3584936324300518	1.0807401662667548	1.1667158044964878	1.3656104457068297	2.0368983491680117	1.055447168261182
71	1.2401233268446252	0.9160142233381956	1.1322056898075332	2.001444581718853	1.2197357990973692	1.1087415042614022	1.340859018217451	1.0243508235690422	0.9464440992789439	1.5096642162140022	2.0586076343349617	1.0400523470405072
72	1.1760343301159968	0.8551419236896755	1.123272375638016	1.710308930109147	1.2361690842869266	1.0953359758001602	1.2767951042247379	1.0311060384718067	1.0421422892272711	1.448223202120804	1.884703535170678	1.0447258685128278
73	1.2257362793733777	0.9159928274867891	1.1424812836418772	2.1865314311898274	1.330618302112585	1.0855764141723976	1.254843609151679	1.0014658931395906	1.0033151210418645	1.4455807015721023	2.1390243958592436	1.052378127788239
74	1.183158249273463	1.0264033898359692	1.1488638099571635	2.034177748124542	1.2935787048622627	1.0964209499997573	1.4600463846136265	1.0731540874263574	1.1598173935089997	1.4393307739795442	2.129239382559614	1.0846719749200484
75	1.2160851360513527	0.9178370888630973	1.1323473013966359	2.13691222561394	1.279869687549922	1.091259382913089	1.3223621286118221	1.0642327618891967	1.091392299706915	1.4346244502969345	2.2345563367540056	1.0877015697060417
76	1.2185666050879629	1.0007209366473138	1.1407837051332452	2.0067161123704413	1.2957385169524571	1.0976718615402707	1.321576714001847	1.01210815468166	1.0568455859107233	1.4049328011070181	1.996084657587613	1.0774301761936627
77	1.1829787109393926	0.9038923110581158	1.1265028005409135	2.15518073137351	1.2592258381489285	1.0763926150939063	1.3687724519592226	0.9745181765107147	1.0295824018807669	1.4142129309913356	2.0666332228779294	1.0454641840199212
78	1.232677038323039	0.829192528883645	1.1253699343235617	2.0741781167299544	1.2170956043194618	1.075337431017578	1.3122961717898634	1.0378250391175838	1.165367377788501	1.4560897544227949	2.064135562277766	1.0669442025397113
79	1.1799866296626187	0.873850359954386	1.1116758974486594	1.9384273064348694	1.2570067423247806	1.096683322237262	1.3258229943033353	1.0058471360349244	1.0747528913290527	1.399081703774012	1.9901410122710277	1.0434336148502261
80	1.2268322917970562	0.8094635335393654	1.1452524549791632	2.225472353779847	1.3165615947423024	1.0792265850951845	1.548554480739521	1.0240900760406313	1.0224604272997646	1.4280551354642466	2.1413463094276883	1.0741170350771685
81	1.2459539320755877	0.8538820532107775	1.1550066534978085	2.0087977688414282	1.1605994005832292	1.1067704501864728	1.3783254397302795	1.1034321469716504	1.1842726615039467	1.5106653513997963	2.0820550177772073	1.066366766366704
82	1.2120155430053932	0.9969313635390922	1.1291965738564025	1.902453613703928	1.2493046530328895	1.0643905477754831	1.3035798808439667	1.1169149429852119	1.0347050843652985	1.4360829475772998	2.0131904243388066	1.055267847085963
83	1.179386139487802	0.9078096904535748	1.1293120111599126	1.8769887449735205	1.2346909368777133	1.049663743783632	1.3744122586164231	1.0622015417787145	1.1872084401167344	1.3888936362858806	2.046638228259543	1.0643122965410645
84	1.1538637638026195	0.9869110471768721	1.1254159697674218	2.1330154471322325	1.2082584749076632	1.1070029216331236	1.2688856320845499	1.0303882301934595	1.2043535452655003	1.4870622775642868	2.1893977543200145	1.014148450966881
85	1.2082860023551338	0.8166767856629217	1.1359993550196716	2.200326556395138	1.2068759341183886	1.108016582134574	1.2478245734675513	1.0290764350419683	1.0444984127516055	1.4884908575971545	2.1779165399224443	1.0626012676853716
86	1.1877688314961616	0.8652499607035703	1.1229900299489397	2.0202130627986103	1.2287821401673775	1.0532464848033143	1.2429540235401724	1.033040241137845	1.1684688191299637	1.4057999104377505	2.087658485007451	1.060114352182199
87	1.199166540044244	1.011872520902418	1.1502120740864465	2.0529701846037787	1.2508851248739756	1.107172035776006	1.0898799793744565	1.0622748725071474	1.1659403138525741	1.46760582980227	2.123725504306585	1.0162083878437609
88	1.2098886817027743	0.896966192376924	1.1390256921353294	2.170498548711898	1.2355457789400996	1.0868137670805469	1.2883951303432875	1.0219987880561578	1.1076846126485136	1.4492072312649094	2.133841134458437	1.0565576945778419
89	1.239253514229924	0.8534217504245235	1.1552317973987598	2.0083187655763983	1.2318658321345521	1.0709471654301608	1.2166929435143223	1.101786412882215	1.12118813801785	1.47909722380098	2.2020109811231134	1.06647310732831
90	1.2211105317920932	0.8764531228182909	1.1470451919217277	2.18415168738501	1.1872452817674413	1.0815715514690822	1.2683591493660773	1.114980644262525	1.250478696241449	1.4501360654893252	2.1964135450377325	1.1005196917328879
91	1.2313283327279596	0.9408024577525628	1.1241143229118813	1.928108226064806	1.2976027440988467	1.0476084324433472	1.2317545810307329	1.031953110829145	1.0955816907422775	1.401375914030093	2.0482765640176606	1.0703448864812597
92	1.2434635029340322	0.9504780376433127	1.1439799412989413	2.0710056560372236	1.2953336030949318	1.1133702069267517	1.3021532629550143	1.0940513182503901	1.135703461142789	1.4500242856624435	2.1147644509150614	1.0736067337170117
93	1.2075677223681207	0.8502752763308488	1.139237745987963	1.9076970858517786	1.2616713801048618	1.0762676465540977	1.2659814998725143	1.066261237558278	1.1555594542614436	1.4335758906687788	2.024399602572101	1.0817872843798149
94	1.2075826426632166	0.9694075414580968	1.1477334759100735	1.8214113134094174	1.2237488940658996	1.0965850861755473	1.2522093279263815	1.095493743421015	1.0429694429599374	1.4163949483330005	2.0937943320234425	1.059518839096579
95	1.1966648318102853	0.9440918670646424	1.1448181853210062	2.2321234639108747	1.246650624938903	1.0968569332768232	1.293704419793245	1.1096453736409642	1.185274983352908	1.4807336167068912	2.156634880161141	1.047278436271086
96	1.2052916724084655	0.9507430819717169	1.1388432957570185	1.9123082816555903	1.2772545463869112	1.0863038645998717	1.3780310647888907	1.083632687658984	1.2431524909045417	1.4646750320193944	2.1232580751962167	1.0391482254867639
97	1.228073583703982	1.047542232705783	1.121663208824477	2.0847764630013152	1.2552886759583521	1.044248486567925	1.3661673133684087	1.113997171125047	1.1395928633992336	1.431760143980006	2.103022110222153	1.0953474099365856
98	1.2429793113841032	0.9241596209320505	1.117501496461847	2.201877856634597	1.2859111990989431	1.0828627665868626	1.2514526031174529	1.037056318588806	1.1068617946328467	1.4229409576547354	2.1195908322988455	1.0808149263142206
99	1.2360071420835383	0.9089769917992906	1.1178794596700419	1.8792289360789272	1.2114369784831944	1.0775602798224162	1.442510170648857	1.0500669990789266	1.1688366633254956	1.4386091528208087	2.175685051183954	1.0619979373531303
100	1.2249879818975964	0.8875406757684259	1.1415390930706597	2.025760442128981	1.2375586589416503	1.0967105054014186	1.1043124921021399	1.0662829062917505	1.2123629016830313	1.4255797538458748	2.113595039316404	1.0611788343008637
101	1.2092042032337336	0.9357890069760735	1.1229682025156396	1.92962795260915	1.1648196402171804	1.0857068200715732	1.0928643313726996	1.0616049670137342	1.0869711948220822	1.4315218224198958	2.113076242559725	1.0391995419822524
102	1.2738632403014287	1.03055994620449	1.1763904131053569	2.166256524613177	1.3568784159180125	1.086348260014738	1.1857303077397865	1.1265252343489975	1.2448321095554322	1.4796023788741324	2.210265732666821	1.1154216864370894
103	1.243860321043106	0.8347768404325417	1.1443991823968895	2.137618399341608	1.2276557358020124	1.0881969956106505	1.3180599238834398	1.0541457875169475	1.1427699034706051	1.4770034680396835	2.0794383570991615	1.0606379144374143
104	1.1913169599726385	0.876984482870823	1.1303668294824574	1.8757933609556023	1.166039696689066	1.0833038024665789	1.271410656450103	1.0368462711013207	1.096798372830048	1.43750057559967	2.0698123513208864	1.0579086883084727
105	1.2438378288347522	0.989179977945193	1.1092239477506742	1.9041914364158061	1.2723166848492253	1.0697227048894837	1.2650306690166893	1.0519073950388287	1.0795776559817778	1.423565477317196	2.0478465819628084	1.0805803567024619
106	1.1565033533055116	0.9560610881573226	1.1146351521878284	1.856791052095566	1.1938971454808083	1.066897768715112	1.2029775201548074	1.0451367467351116	1.0845862739725307	1.3817036186616523	2.012611551286092	1.0642811674559889
107	1.1860446902877633	0.8977688987050279	1.110534934711658	2.0910970194873917	1.2492355821355856	1.0719486450842621	1.3534467317837409	1.0002365372848918	1.0263544580413448	1.486980166994072	2.077483157408117	1.0391753782110569
108	1.252921662567767	0.8463671785260493	1.1464616316016487	2.03251230799492	1.2832740228791912	1.1033696725710562	1.4081533649139943	1.0447975440152233	1.1754634519466705	1.4719407288806883	2.1045576444717713	1.0838331128609737
109	1.201041495408077	0.923161242780409	1.1495417137867456	2.042563778152632	1.2851601784222402	1.0835417082968752	1.2820914507559675	1.0974796569638283	1.1347325270664101	1.4433496918251283	2.196974798141193	1.0713371435355852
110	1.229723888671613	0.8107383926098741	1.103885156969608	1.965008542303213	1.286524064409637	1.0619829588755636	1.2179736750329713	1.0190814619611983	1.0975248076795459	1.401126906690476	2.069852481941466	1.0792826956875923
111	1.212527623628025	0.969458138465783	1.144629639625248	2.295893360453319	1.2780361577083754	1.1220228903815743	1.3616183686410719	1.0005820661290212	1.0848695823382075	1.4682072342811485	2.0498353138449	1.0541752219744733
112	1.220001895815048	0.9135699230439217	1.1385090781440843	1.942577335333357	1.185198974574465	1.027928990249485	1.2965880397875305	1.098747844274377	1.1836311155231143	1.4535086169176026	2.1045871359453936	1.0844202924603779
113	1.2221190400555006	1.0162066655556379	1.1367452699265852	1.9030400265104228	1.338795090560822	1.0921229290116945	1.2042553798364535	1.0426716761923343	1.1937441462958216	1.4352871216483332	2.0205126565760216	1.07441088726808
114	1.2298231646484072	1.062441587343051	1.1433306055096522	1.8933938545568385	1.2395561703710252	1.096808774841221	1.2325652689000064	1.107842239828022	1.1220777226264802	1.5043322736893219	2.1098701355785243	1.0878080656953077
115	1.1678299108902197	0.8095811809512687	1.116573957057558	2.1321955496363802	1.1915451982102385	1.073875605179769	1.3043635743788742	1.0027033833847223	1.007934171663178	1.4275887584454008	2.1524182873166886	1.0094705466659015
116	1.1967897736350792	0.849483215319247	1.1286501865603007	2.015853885826874	1.1815872606249516	1.0681651614259455	1.3376239992932886	1.0107556682421495	1.050941229483359	1.4656078259042262	2.1371486649670666	1.0395916265029297
117	1.1590879163189027	0.7860204752301296	1.120133976320207	2.001163133092491	1.2063356845413669	1.0801571338041358	1.248732140192295	1.0306800479696487	1.0219835651786844	1.4194445058354312	1.9776755354715143	1.0394934136288372
118	1.2071427825613938	1.0431070889602851	1.1406388842553326	1.9363770909880262	1.259228203435734	1.0784300845650474	1.4704770541732106	1.0773828941828802	1.1598552711029948	1.4973191351582744	2.0799077794445355	1.0840282445714713
119	1.1963885146897257	0.7260292941255179	1.1078904773800617	2.008395520423105	1.2013537847572588	1.046884485998785	1.3499872773659718	0.9714680863711491	1.119191700898782	1.4060422426077568	2.0233769883980903	1.0560228352775045
120	1.184235724306275	0.9505550995415384	1.1343963367060936	1.9550173896986767	1.2747371666920488	1.1054931782210609	1.2458321127979266	1.0387589615055361	1.0689420570792663	1.4580742847330108	2.128528667878211	1.0723706521606253
121	1.2040151895992877	0.8309029942560009	1.1222223305387913	2.0416382733235316	1.2212031383714137	1.0790490581632195	1.2221681147717933	1.0463668667450439	1.1691795048155895	1.455090531600136	1.9784172573238052	1.0521294644952723
122	1.2136400616358944	0.9201391497397035	1.1374943321021511	1.9996353732119545	1.2316264214786874	1.1076437994495607	1.2260329891172497	0.9951426733877413	1.0229404793201309	1.4381470499360038	2.0953364718771024	1.0432403270988746
123	1.2084033580515934	0.9536409709898552	1.122438806047549	1.9704004915134747	1.2158559140851364	1.0900877912729574	1.4015903698406007	1.0546847256618543	1.046398710594452	1.4090439668527404	2.0798487690517127	1.0491025008424852
124	1.1563016124313115	0.9106806946871878	1.1261024077476602	1.9537353868298992	1.2419287209752337	1.0993108027084508	1.1895286668353209	1.0456442585101624	1.1078638588524237	1.3944132759403989	2.093686717075794	1.0362426653759411
125	1.1811775297337161	0.8880747550188854	1.143248953730086	2.1409635584759785	1.225354852267698	1.0856545620129368	1.2466199950094203	1.0238446622417876	1.1093223875454385	1.4880975921637423	2.0470325635672295	1.0549621828443065
126	1.1954737690401966	0.9059688892903794	1.1453585205796113	2.14890806731235	1.250061902639132	1.1122083648144119	1.2108717167760272	1.0468666468320649	1.0377255221316781	1.4238197047968895	2.2252756402772613	1.0774504867977008
127	1.1980992212464892	0.9578112380781764	1.129924378759521	2.0188568262088493	1.2188427119877667	1.1080850988017057	1.4088805540951768	1.0707660557118284	1.0734268607683126	1.4151268233101746	2.129279625257135	1.0474544231701757
